AffidavitID,County,CDSCode,School ,Street,City,State,Zip,Telephone,Email ,PublicDistrict,SiteAdministratorSalutation,SiteAdministratorFirstName,SiteAdministratorLastName,SiteAdministratorTitle,SiteAdministratorEmail,Total Enrollment,Religious Classification,Religious Denomination
129268,San Mateo,41689326978506,Alma Heights Christian Academy,1295 Seville Drive,Pacifica,CA,94044,650-359-0555,bcasas@almaheights.org,Pacifica,Mr.,Joe,Gross,Other,jgross@almaheights.org,333,Religious,Interdenominational
120690,San Mateo,41690396999437,Alpha Beacon Christian,525 42nd Avenue,San Mateo,CA,94403,650-212-4222,info@alphabeacon.org,San Mateo-Foster City,Mr.,Christopher,Chu,Principal,cchu@alphabeacon.org,62,Religious,Other
118383,San Mateo,41690216204671,Arbor Bay School,1017 Cedar Street,San Carlos,CA,94070,650-631-9999,srose@arborbayschool.org,San Carlos Elementary,Mrs.,Susan,Rose,Director,srose@arborbayschool.org,45,Non-religious,
129404,San Mateo,41690476144547,Atherton School,87 Walnut Avenue,Atherton,CA,94027,650-388-2893,info@athertonschool.com,San Mateo Union High,Mrs.,Patricia,Wilson,Administrator,info@athertonschool.com,6,Non-religious,
120428,San Mateo,41688820112995,Avalon Academy The,818 Mahler Road,Burlingame,CA,94010,650-777-9130,lynette@theavalonacademy.org,Burlingame Elementary,Dr.,Lynette,Mullens,Executive Director,lynette@theavalonacademy.org,15,Non-religious,
119197,San Mateo,41690136143929,Basically Online Academy,1001 Bayhill Drive 2nd Floor,San Bruno,CA,94066,877-410-2454,admin@learnerspermit.com,San Bruno Park Elementary,Mrs.,Yelena,Golduber,Administrator,yelena@learnerspermit.com,20,Non-religious,
130697,San Mateo,41689997016009,Beechwood School,50 Terminal Avenue,Menlo Park,CA,94025,650-327-5052,dlaurance@beechwoodschool.org,Ravenswood City Elementary,Mr.,David,Laurance,Principal,dlaurance@beechwoodschool.org,169,Non-religious,
129328,San Mateo,41688666978530,Belmont Oaks Academy,2200 Carlmont Drive,Belmont,CA,94002,650-593-6175,contactus@mmboa.org,Belmont-Redwood Shores Elementary,Mrs.,Pamela,Clarke,Executive Director,pamgclarke@aol.com,232,Non-religious,
131472,San Mateo,41689087031446,Bridge School The,545 Eucalyptus Avenue,Hillsborough,CA,94010,650-696-7295,vcasella@bridgeschool.org,Hillsborough City Elementary,Dr.,Vicki,Casella,Executive Director,vcasella@bridgeshool.org,7,Non-religious,
120251,San Mateo,41689246939508,Bridgemont High School,444B East Market Street,Daly City,CA,94014,650-991-1211,ptropper@bridgemont.org,Jefferson Union High,Mr.,Evan,Anderson,Principal,eanderson@bridgemont.org,39,Religious,Not affiliated with any denomination
129506,San Mateo,41688666940043,Charles Armstrong School,1405 Solana Drive,Belmont,CA,94002,650-592-7570,ckoochek@charlesarmstrong.org,Belmont-Redwood Shores Elementary,Mrs.,Claudia,Koochek,Head of School,ckoochek@charlesarmstrong.org,249,Non-religious,
123194,San Mateo,41689816144067,Creekside 21st Century Learning Lab,884 Portola Road Number B1,Portola Valley,CA,94028,650-851-4401,director@clab21.com,Portola Valley Elementary,Ms.,Jennifer,Sandell,Director,director@clab21.com,14,Non-religious,
118893,San Mateo,41690476940050,Crystal Springs Uplands School,400 Uplands Drive,Hillsborough,CA,94010,650-342-4175,arichards@csus.org,San Mateo Union High,Ms.,Amy,Richards,Head of School,arichards@csus.org,377,Non-religious,
131683,San Mateo,41690627093750,Eastside College Preparatory School,1041 Myrtle Street,East Palo Alto,CA,94303,650-688-0850,chrisb@eastside.org,Sequoia Union,Mr.,Chris,Bischof,Principal,chrisb@eastside.org,325,Non-religious,
124460,San Mateo,41690056135891,Emerald Hills Academy,836 Seminole Way,Emerald Hills,CA,94062,650-839-9910,emeraldhillsacademy91@gmail.com,Redwood City Elementary,Mrs.,Jennifer,O'Driscoll,Other,emeraldhillsacademy91@gmail.com,8,Religious,Roman Catholic
122945,San Mateo,43696417082746,Emerson,2800 West Bayshore Road,Palo Alto,CA,94303,650-424-1267,emerson@headsup.org,Palo Alto Unified,Mrs.,Jo Anne,Camara,Director,jcamara@headsup.org,23,Non-religious,
122989,San Mateo,41690476142491,Fusion Academy - San Mateo,2000 Alameda de las Pulgas,San Mateo,CA,94403,650-312-8305,sanmateo@fusionacademy.com,San Mateo Union High,Mr.,Dan,Morgan,Head of School,dmorgan@fusionacademy.com,43,Non-religious,
130639,San Mateo,41689657044936,German-American International School,275 Elliott Drive,Menlo Park,CA,94025,650-324-8617,office@gais.org,Menlo Park City Elementary,Mr.,Dominic,Liechti,Other,dliechti@gais.org,237,Non-religious,
131476,San Mateo,41688666978613,Gloria Dei Lutheran School,2600 Ralston Avenue,Belmont,CA,94002,650-593-3361,secretary@gdluth.org,Belmont-Redwood Shores Elementary,Mrs.,Jennifer,Ratto,Other,secretary@gdluth.org,19,Religious,Lutheran
124378,San Mateo,41689326978621,Good Shepherd Elementary,909 Oceana Boulevard,Pacifica,CA,94044,650-359-4544,gss.office@goodshepherdschool.us,Pacifica School District,Ms.,Andreina,Gualco,Principal,a.gualco@goodshepherdschool.us,190,Religious,Roman Catholic
119221,San Mateo,41690396955942,Grace Lutheran,2825 Alameda de las Pulgas,San Mateo,CA,94403,650-345-9082,rmeier@glcssm.org,San Mateo-Foster City Elementary,Mr.,Robert,Meier,Principal,rmeier@glcssm.org,56,Religious,Lutheran
122842,San Mateo,41690136990865,Highlands Christian Schools,1900 Monterey Drive,San Bruno,CA,94066,650-873-4090,admissions@highlandsministries.com,San Bruno Park Elementary,Dr.,Frances,Leonor,Administrator,frances.leonor@highlandsministries.com,414,Religious,Not affiliated with any denomination
120296,San Mateo,41689166978647,Hilldale School,79 Florence Street,Daly City,CA,94014,650-756-4737,kathi@pinnacleschools.net,Jefferson Elementary,Ms.,Sasha,Clayton,Principal,sasha.clayton@hilldaleschool.org,85,Non-religious,
118425,San Mateo,41689166978654,Holy Angels Elementary,20 Reiner Street,Colma,CA,94014,650-755-0220,holyangls@aol.com,Jefferson Elementary,Sr.,Leonarda,Montealto,Principal,srleonarda@aol.com,224,Religious,Roman Catholic
117968,San Mateo,41690057103633,Holy Family School of St. Francis Center,151 Buckingham Avenue,Redwood City,CA,94063,650-365-7829,schristina@aol.com,Redwood City Elementary,Sr.,Christina,Heltsley,Executive Director,schristina@aol.com,13,Religious,Roman Catholic
124459,San Mateo,41688666978662,Immaculate Heart of Mary School,1000 Alameda De Las Pulgas,Belmont,CA,94002,650-593-4265,principal@ihmschoolbelmont.org,Belmont-Redwood Shores Elementary,Mrs.,Teri,Grosey,Principal,principal@ihmschoolbelmont.org,274,Religious,Roman Catholic
120679,San Mateo,41689576141022,Jubilee Academy,810 Monte Rosa,Menlo Park,CA,94025,650-504-5505,churchll@pacbell.net,Las Lomitas,Mrs.,Shirley,Churchill,Administrator,churchll@pacbell.net,6,Religious,Not affiliated with any denomination
124543,San Mateo,41690476940175,Junipero Serra High School,451 West 20th Avenue,San Mateo,CA,94403,650-345-8207,bthornton@serrahs.com,San Mateo Union High,Dr.,Barry,Thornton,Principal,bthornton@serrahs.com,886,Religious,Roman Catholic
125735,San Mateo,41690056144109,Kiddie Garden Pre School,1305 Middlefield Road,Redwood City,CA,94063,650-366-3842,paula@mykiddiegarden.com,Redwood City School District,Mrs.,Paula,Williams,Director,paula@mykiddiegarden.com,14,Religious,Assembly of God
123917,San Mateo,41690397057433,Kids' Connection,1998 Beach Park Boulevard,Foster City,CA,94404,650-578-6691,kburke@kc4us.com,San Mateo-Foster City Elementary,Mrs.,Diane,Marcum,Head of School,kburke@kc4us.com,204,Non-religious,
127143,San Mateo,41690396144000,La Escuelita Christian Academy,217 North Grant Street,San Mateo,CA,94402,650-483-3202,pastorjoet@gmail.com,San Mateo-Foster City elementry school district,Mrs.,Cynthia,Martinez,Director,pastorjoet@gmail.com,18,Religious,Baptist
122200,San Mateo,41690626135248,Lydian Academy,815 El Camino Real,Menlo Park,CA,94025,650-321-0550,staff@lydianlink.com,Sequoia Union High,Ms.,Rhonda,Racine,Executive Director,director@lydianlink.com,33,Non-religious,
122785,San Mateo,41690626940118,Menlo,50 Valparaiso Avenue,Atherton,CA,94027,650-330-2000,jhammack@menloschool.org,Sequoia Union High,Mr.,Norman,Colb,Headmaster,,794,Non-religious,
124714,San Mateo,41690476940126,Mercy High,2750 Adeline Drive,Burlingame,CA,94010,650-343-3631,lbeal@mercyhsb.com,San Mateo Union High,Sr.,Katherine,Doyle,Other,mkdoyle@mercyhsb.com,455,Religious,Roman Catholic
117949,San Mateo,41690626940548,Mid-Peninsula Education Center,1340 Willow Road,Menlo Park,CA,94025,650-321-1991,doug@mid-pen.com,Sequoia Union High,Dr.,Douglas,Thompson,Head of School,doug@mid-pen.com,129,Non-religious,
118080,San Mateo,41690707063662,Mills Montessori,1400 Hillside Boulevard,South San Francisco,CA,94080,650-616-9000,millsschool@aol.com,South San Francisco Unified,Dr.,Frank,Fallah,Director,millsschool@aol.com,34,Non-religious,
117166,San Mateo,41688586133011,Mt. Vernon Christian Academy,310 Ottialia Street,Daly City,CA,94014,415-508-1438,delta1five@yahoo.com,Bayshore,Rev.,Alfredo,Lewis,Administrator,delta1five@yahoo.com,6,Religious,Baptist
123648,San Mateo,41689656978696,Nativity Catholic School K-8,1250 Laurel Street,Menlo Park,CA,94025,650-325-7304,info@nativityschool.com,Menlo Park City Elementary,Mrs.,Carol,Trelut,Principal,ctrelut@nativityschool.com,267,Religious,Roman Catholic
119813,San Mateo,41688666978704,Notre Dame Elementary,1200 Notre Dame Avenue,Belmont,CA,94002,650-591-2209,dgreggans@nde.org,Belmont-Redwood Shores Elementary,Dr.,Gerald,Traynor,Principal,dr.jtraynor@nde.org,225,,
116776,San Mateo,41690626940142,Notre Dame High School,1540 Ralston Avenue,Belmont,CA,94002,650-595-1913,rgleason@ndhsb.org,Sequoia Union High,Ms.,Rita,Gleason,Principal,rgleason@ndhsb.org,443,Religious,Roman Catholic
128980,San Mateo,41690397096357,Odyssey School,201 Polhemus Road,San Mateo,CA,94402,650-548-1500,amy@odysseyms.org,San Mateo-Foster City Elementary,Ms.,Amy,McHugh,Other,amy@odysseyms.org,30,Non-religious,
124595,San Mateo,41688826978720,Our Lady of Angels Elementary,1328 Cabrillo Avenue,Burlingame,CA,94010,650-343-9200,angelsk8@olaschoolk8.org,Burlingame Elementary,Mrs.,Patricia,Bordin,Principal,pbordin@olaschoolk8.org,312,Religious,Roman Catholic
124674,San Mateo,41689166978738,Our Lady of Mercy Elementary,7 Elmwood Drive,Daly City,CA,94015,650-756-3395,principal@olmbulldogs.com,Jefferson Elementary,Rev.,Domingo,Orimaco,Other,dorimaco@gmail.com,395,Religious,Roman Catholic
126667,San Mateo,41690056978746,Our Lady of Mt. Carmel,301 Grand Street,Redwood City,CA,94062,650-366-6127,schoolinfo@mountcarmel.org,Redwood City Elementary,Mrs.,Teresa,Anthony,Principal,tanthony@mountcarmel.org,294,Religious,Roman Catholic
118194,San Mateo,41689166966139,Our Lady of Perpetual Help,80 Wellington Avenue,Daly City,CA,94014,650-755-4438,olphdc@yahoo.com,Jefferson Elementary,Mr.,William,Kovacich,Principal,olphdc@yahoo.com,227,Religious,Roman Catholic
132293,San Mateo,41690396132781,Pacific Rim International School,454 Peninsula Avenue,San Mateo,CA,94401,650-685-1881,mgtcom@pacificriminternationalschool.org,San Mateo-Foster City school district,Ms.,Rita,Tang,Director,prints_sm@pacificriminternationalschool.org,59,Non-religious,
120603,San Mateo,41689656978753,Peninsula School Ltd,920 Peninsula Way,Menlo Park,CA,94025,650-325-1584,kathy@peninsulaschool.org,Menlo Park City Elementary,Ms.,Kathy,Koo,Director,kathy@peninsulaschool.org,215,Non-religious,
130492,San Mateo,41690056978787,Redeemer Lutheran School,468 Grand Street,Redwood City,CA,94062,650-366-3466,golsen@redeemer-school.org,Redwood City Elementary,Mr.,Michael,Mancini,Principal,mmancini@redeemer-school.org,205,Religious,Lutheran
129911,San Mateo,41690706978803,Roger Williams Academy,600 Grand Avenue,South San Francisco,CA,94080,650-589-1081,fbcssf@yahoo.com,South San Francisdco Unified School District,Rev.,Cynthia,Smith,Principal,reverendCyndi@gmail.com,39,Religious,Baptist
129778,San Mateo,41690397016074,Ronald C. Wornick Jewish Day School,800 Foster City Boulevard Building 830,Foster City,CA,94404,650-378-2600,info@wornickjds.org,San Mateo-Foster City Elementary,Dr.,Barbara,Gereboff,Head of School,bgereboff@wornickjds.org,210,Religious,Jewish
121665,San Mateo,41690626940159,Sacred Heart Schools Atherton,150 Valparaiso Avenue,Atherton,CA,94027,650-322-1866,jhawks@shschools.org,Sequoia Union High,Ms.,Jennifer,Hawks,Administrator,jhawks@shschools.org,1097,Religious,Roman Catholic
128653,San Mateo,41688907093735,Sea Crest School,901 Arnold Way,Half Moon Bay,CA,94019,650-712-9892,cgreenwald@seacrestschool.org,Cabrillo Unified,Mr.,Tom,Walters,Head of School,twalters@seacrestschool.org,269,Non-religious,
124885,San Mateo,41688666204606,Serendipity School,2820 Ponce Avenue,Belmont,CA,94002,650-596-9100,meaghan@serendipityschool.com,Belmont-Redwood Shores Elementary,Ms.,Meaghan,Carr,Head of School,meaghan@serendipityschool.com,125,Non-religious,
123970,San Mateo,41689166138093,Spectrum Center,60C Christopher Court,Daly City,CA,94015,650-991-1206,nlal@spectrumschools.com,Jefferson Elementary,Miss,Nirupama,Lal,Director,nlal@spectrumschools.com,43,Non-religious,
117928,San Mateo,41688826978811,St. Catherine of Siena Elementary,1300 Bayswater Aveune,Burlingame,CA,94010,650-344-7176,office@stcatherineofsiena.net,Burlingame Elementary,Sr.,Antonella,Manca,Principal,sra@stcatherineofsiena.net,313,Religious,Roman Catholic
124819,San Mateo,41690216978829,St. Charles Elementary,850 Tamarack Avenue,San Carlos,CA,94070,650-593-1629,mgrazioli@stcharlesschoolsc.org,San Carlos Elementary,Mrs.,Maureen,Grazioli,Principal,mgrazioli@stcharlesschoolsc.org,313,Religious,Roman Catholic
124912,San Mateo,41689736978837,St. Dunstan's Elementary,1150 Magnolia Avenue,Millbrae,CA,94030,650-697-8119,principal.stdunstan@gmail.com,Millbrae School District,Dr.,Bruce,Colville,Principal,principal.stdunstan@gmail.com,288,Religious,Roman Catholic
124445,San Mateo,41690396978852,St. Gregory,2701 Hacienda Street,San Mateo,CA,94403,650-573-0111,office@stgregs-sanmateo.org,San Mateo-Foster City Elementary,Mr.,Thomas,Dooher,Principal,tdooher@stgregs-sanmateo.org,322,Religious,Roman Catholic
117179,San Mateo,41690396978878,St. Matthew Catholic,910 South El Camino Real,San Mateo,CA,94402,650-343-1373,narnett@stmatthewcath.org,San Mateo-Foster City Elementary,Fr.,Anthony,McGuire,Other,amcguire@stmatthewcath.org,614,Religious,Roman Catholic
129903,San Mateo,41690396978886,St. Matthew's Episcopal Day School,16 Baldwin Avenue,San Mateo,CA,94401,650-342-5436,,San Mateo County Office of Education,Mr.,Mark,McKee,Head of School,,227,Religious,Episcopal
117582,San Mateo,41690056978894,St. Pius Elementary,1100 Woodside Road,Redwood City,CA,94061,650-368-8327,saintpiusschool@hotmail.com,Redwood City Elementary,Ms.,Rita,Carroll,Principal,administration@stpiusschool.org,310,Religious,Roman Catholic
122427,San Mateo,41689656978902,St. Raymond's,1211 Arbor Road,Menlo Park,CA,94025,650-322-2312,akelly@straymond.org,Menlo Park City Elementary,Dr.,Tara,Rolle,Principal,drtrolle@straymond.org,247,Religious,Roman Catholic
121822,San Mateo,41690136978910,St. Robert,345 Oak Avenue,San Bruno,CA,94066,650-583-5065,strobertsoffice@gmail.com,San Bruno Park,Rev.,Archbishop,Cordileone,Other,nelsonb@sfarchdiocese.org,314,Religious,Roman Catholic
120554,San Mateo,41690396978928,St. Timothy,1515 Dolan Avenue,San Mateo,CA,94401,650-342-6567,dallen@sttimothyschool.org,San Mateo-Foster City Elementary,Ms.,Michelle,Timmons,Principal,mtimmons@sttimothyschool.org,216,Religious,Roman Catholic
124598,San Mateo,41690706978936,St. Veronica Catholic School,434 Alida Way,South San Francisco,CA,94080,650-589-3909,office@saintveronicassf.org,South San Francisco Unified,Fr.,Charles,Puthota,Other,churchoffice@stveronicassf.com,303,Religious,Roman Catholic
130245,San Mateo,41689656137699,Synapse School,3375 Edison Way,Menlo Park,CA,94025,650-685-9885,marsha@6seconds.org,Menlo Park City Elementary,Ms.,Gigi,Carunungan,Director,gigi@6seconds.org,89,Non-religious,
128547,San Mateo,41690396978597,The Carey School,2101 Alameda de las Pulgas,San Mateo,CA,94403,650-345-8205,dlyon@careyschool.org,San Mateo-Foster City,Mr.,Duncan,Lyon,Head of School,dlyon@careyschool.org,231,Non-religious,
129216,San Mateo,41689086978712,The Nueva School,6565 Skyline Boulevard,Hillsborough,CA,94010,650-350-4600,drosenberg@nuevaschool.org,Hillsborough City Elementary,Mr.,Terry,Lee,Other,tlee@nuevaschool.org,418,Non-religious,
128636,San Mateo,41689576904122,The Phillips Brooks School,2245 Avy Avenue,Menlo Park,CA,94025,650-854-4545,kjones@phillipsbrooks.org,Las Lomitas Elementary,Ms.,Karen,Jones,Administrator,kjones@phillipsbrooks.org,229,Non-religious,
116542,San Mateo,41688906140800,The Wilkinson School,750 Avenue Alhambra,El Granada,CA,94018,650-726-4582,office@wilkinsonschool.org,Cabrillo Unified,Mr.,Timothy,Miller,Principal,tmiller@wilkinsonschool.org,90,Non-religious,
123754,San Mateo,41689576965602,Trinity School,2650 Sand Hill Road,Menlo Park,CA,94025,650-854-0288,mcampbell@trinity-mp.org,Las Lomitas Elementary,Ms.,Mary,Menacho,Head of School,mmenacho@trinity-mp.org,126,Religious,Episcopal
123308,San Mateo,41690057086762,West Bay Christian Academy,901 Madison Avenue,Redwood City,CA,94061,650-364-6000,info@wbcaschool.org,Redwood City Elementary,Mr.,Edward,Swift,Principal,galeed@gmail.com,99,Religious,Not affiliated with any denomination
122773,San Mateo,41690626940209,West Bay High School,1561 Laurel Street Suite A,San Carlos,CA,94070,650-595-5022,info@westbayhigh.org,Sequoia Union High,Mr.,Larry,Krusemark,Principal,lkrusemark@gmail.com,24,Non-religious,
129042,San Mateo,41690626143572,Wherry Academy,452 5th Avenue,Redwood City,CA,94063,650-367-6791,jawherry@wherryacademy.com,Sequoia Union High,Mrs.,Janet,Wherry,Principal,jawherry@wherryacademy.com,7,Non-religious,
119215,San Mateo,41690056204002,Wings Learning Center,411 Middlefield Road,Redwood City,CA,94063,650-365-3250,info@wingslearningcenter.org,Redwood City Elementary,Ms.,Karen,Kaplan,Executive Director,kaplan@wingslearningcenter.org,34,Non-religious,
128873,San Mateo,41689576915185,Woodland School,360 La Cuesta Drive,Portola Valley,CA,94028,650-854-9065,jora@woodland-school.org,Las Lomitas Elementary,Mr.,Robert,Rooney,Other,brooney@woodland-school.org,212,Non-religious,
128990,San Mateo,41690626940217,Woodside Priory,302 Portola Road,Portola Valley,CA,94028,650-851-8221,tmolak@prioryca.org,Sequoia Union High,Mr.,Tim,Molak,Head of School,tmolak@prioryca.org,376,Religious,Roman Catholic
130789,Santa Barbara,42691206201388,Agape School of Christian Education,109 West Fesler Street,Santa Maria,CA,93458,805-614-9292,asce.clc@gmail.com,Santa Maria-Bonita Elementary,Ms.,Margaret,Gorman,Administrator,asce.clc@gmail.com,10,Religious,Not affiliated with any denomination
123829,Santa Barbara,42767866940225,Anacapa The,814 Santa Barbara Street,Santa Barbara,CA,93101,805-965-0228,anacapa@anacapaschool.org,Santa Barbara Unified,Mr.,Gordon,Sichi,Headmaster,gordon@anacapaschool.org,64,Non-religious,
126372,Santa Barbara,42767866940241,Bishop Garcia Diego High School,4000 La Colina Road,Santa Barbara,CA,93110,805-967-1266,pharrington@bishopdiego.org,Santa Barbara High,Dr.,Paul,Harrington,Head of School,pharrington@bishopdiego.org,267,Religious,Roman Catholic
121988,Santa Barbara,42693286138457,Cachuma Elementary School,4500 Highway 154,Santa Barbara,CA,93105,805-701-4036,meghantalt@hotmail.com,Santa Ynez Valley Union High,Ms.,Meghan,Talt,Administrator,meghantalt@hotmail.com,19,Non-religious,
116791,Santa Barbara,42691466940256,Cate School,1960 Cate Mesa Road,Carpinteria,CA,93013,805-684-4127,sandi_pierce@cate.org,Carpinteria Unified,Mrs.,Sandi,Pierce,Other,sandi_pierce@cate.org,277,Non-religious,
116795,Santa Barbara,42692607097033,Central Coast Preparatory,785 Glen Eagles Drive,Santa Maria,CA,93455,805-934-4124,teacherjoan@verizon.net,Orcutt Union Elementary,Mrs.,Joan,Schumacher,Principal,teacherjoan@verizon.net,15,Religious,Not affiliated with any denomination
117352,Santa Barbara,42692296925291,Children's Montessori School,3910 Constellation Road Suite 101,Lompoc,CA,93436,805-733-2290,montessorilompoc@aol.com,Lompoc Unified,Mr.,James,Murphy,Administrator,montessorilompoc@aol.com,12,Non-religious,
118908,Santa Barbara,42691957099849,Coastline Christian Academy,5950 Cathedral Oaks Road,Goleta,CA,93117,805-967-5834,cca@sbcoxmail.com,Goleta Union Elementary,Mrs.,Mary,Osgood,Principal,mhosgood@sbceo.org,96,Religious,Not affiliated with any denomination
119828,Santa Barbara,42692526979009,Crane Country Day School,1795 San Leandro Lane,Santa Barbara,CA,93108,805-969-7732,adascomb@craneschool.org,Montecito Union Elementary,Mr.,Joel,Weiss,Head of School,jweiss@craneschool.org,248,Non-religious,
122982,Santa Barbara,42693286940282,Dunn School,2555 West Highway 154,Los Olivos,CA,93441,805-688-6471,cstacy@dunnschool.org,Los Olivos Elementary,Mr.,Mike,Beck,Head of School,mbeck@dunnschool.org,211,Non-religious,
131459,Santa Barbara,42767867079544,El Montecito School,3225 Calle Pinon,Santa Barbara,CA,93105,805-962-3091,elmoschool@gmail.com,Santa Barbara Unified,Mrs.,RJeannine,Morgan,Director,rjmorgan1@gmail.com,74,Religious,Not affiliated with any denomination
129912,Santa Barbara,42767866144141,Eternal Quest High School,2339 Edgewater Way,Santa Barbara,CA,93109,805-962-5550,shannonhn@cox.net,santa Barbara School District,Dr.,Omar,Noorzad,Headmaster,onoorzad@tri-counties.org,13,Religious,Other
125526,Santa Barbara,42767866143044,Eureka School of Santa Barbara,3324 State Street Suite M,Santa Barbara,CA,93105,805-687-9031,eurekaschool@verizon.net,Santa Barbara High School,Mr.,Peter,Benbow,Headmaster,peterkandolyae@cs.com,6,Non-religious,
116677,Santa Barbara,<>,Fox Christian School,1410 South Bluebird Street,Santa Maria,CA,93454,805-868-5611,foxuno@hotmail.com,Santa Maria,Mrs.,Cassie,Fox,Administrator,,6,Religious,Baptist
124366,Santa Barbara,42767866965727,Garden Street Academy,2300 Garden Street,Santa Barbara,CA,93105,805-687-3717,mhagan@GardenStreetAcademy.org,Santa Barbara Elementary & Santa Barbara High,Mr.,Michael,Hagan,Director,mhagan@gardenstreetacademy.org,100,Non-religious,
119246,Santa Barbara,42692296965628,La Purisima Concepcion Elementary,219 West Olive Avenue,Lompoc,CA,93436,805-736-6210,laura.belluz@lapurisima.org,Lompoc Unified,Mrs.,Laura,Belluz,Principal,laura.belluz@lapurisima.org,112,Religious,Roman Catholic
128917,Santa Barbara,42692866940290,Laguna Blanca School,4125 Paloma Drive,Santa Barbara,CA,93110,805-687-2461,pslocombe@lagunablanca.org,Santa Barbara Unified School District,Mr.,Paul,Slocombe,Headmaster,pslocombe@lagunablanca.org,308,Non-religious,
121545,Santa Barbara,42691206140503,Lighthouse Baptist School,1310 West Betteravia,Santa Maria,CA,93455,805-347-9887,emiddlec1@GMAIL.com,Santa Maria-Bonita,Mrs.,Emily,Campbell,Administrator,emiddlec1@gmail.com,15,,
116737,Santa Barbara,43692296143945,Lompoc Valley Baptist School,700 East College Avenue,Lompoc,CA,93436,805-735-7807,lompocvalleybapist@gmail.com,Lompoc Unified School District,Mr.,Travis,Collins,Superintendent,lompocvalleybaptist@gmail.com,19,Religious,Baptist
128919,Santa Barbara,42692786965644,Marymount of Santa Barbara,2130 Mission Ridge Road,Santa Barbara,CA,93103,805-569-1811,info@marymountsb.org,Santa Barbara School District,Mrs.,Molly,Seguel,Administrator,mseguel@marymountsb.org,198,Non-religious,
129110,Santa Barbara,42693286940308,Midland School,5100 Figueroa Mountain Road,Los Olivos,CA,93441,805-688-5114,office@midland-school.org,Santa Ynez Valley Union High,Mr.,William,Graham,Head of School,wgraham@midland-school.org,79,Non-religious,
128538,Santa Barbara,42691956991111,Montessori Center School,401 North Fairview Avenue Suite 1,Goleta,CA,93117,805-683-9383,office@mcssb.org,Goleta Union Elementary,Dr.,Patricia,Colby,Head of School,mcshead@mcssb.org,152,Non-religious,
131960,Santa Barbara,42692297079528,New Life Christian Academy,816 North C Street,Lompoc,CA,93436,805-736-9826,newlife@sbceo.org,Lompoc Unified School District,Rev.,Doug,Conley,Administrator,newlife@sbceo.org,12,Religious,Charismatic
122528,Santa Barbara,42692296137541,Northgate Christian Academy,112 North Z Street,Lompoc,CA,93436,805-931-6775,northgatechristianacademy@gmail.com,Lompoc Unified,Mrs.,Margaret,Graham,Administrator,northgatechristianacademy@gmail.com,6,Religious,Not affiliated with any denomination
123172,Santa Barbara,42767866993836,Notre Dame,33 East Micheltorena Street,Santa Barbara,CA,93101,805-965-1033,office@notredamesb.org,Santa Barbara Elementary,Miss,Michelle,Limb,Administrator,mlimb@notredamesb.org,142,Religious,Roman Catholic
121675,Santa Barbara,42692526965669,Our Lady of Mt. Carmel Elementary,530 Hot Springs Road,Santa Barbara,CA,93108,805-969-5965,karenr@mountcarmelschool.net,Montecito Union Elementary,Mrs.,Karen,Regan,Principal,karenr@mountcarmelschool.net,196,Religious,Roman Catholic
117939,Santa Barbara,42692606905335,Pacific Christian,3435 Santa Maria Way,Santa Maria,CA,93455,805-934-1253,school@pacificchristian.net,Orcutt Union Elementary,Mr.,Joseph,Hunt,Administrator,jhunt@pacificchristian.net,343,Religious,Assembly of God
131497,Santa Barbara,42767866137533,Providence Hall,630 East Canon Perdido Street,Santa Barbara,CA,93103,805-962-4400,info@providencehallsb.org,Santa Barbara Unified,Mr.,David,O'Neil,Head of School,doneil@providencehallsb.org,88,Religious,Not affiliated with any denomination
123602,Santa Barbara,42767866978944,Santa Barbara Christian School,3723 Modoc Road,Santa Barbara,CA,93105,805-563-4770,info@sbchristian.org,Santa Barbara County Office of Education,Mr.,Christopher,Rutz,Head of School,crutz@sbchristian.org,86,Religious,Not affiliated with any denomination
129907,Santa Barbara,42767866902381,Santa Barbara Middle School,1321 Alameda Padre Serra,Santa Barbara,CA,93105,805-682-2989,office@sbms.org,Santa Barbara School District,Ms.,Lillian,Doner,Administrator,lilli@sbms.org,132,Non-religious,
118942,Santa Barbara,42691796915789,Santa Ynez Valley Christian Academy,891 Refugio Road,Santa Ynez,CA,93460,805-688-3830,finance@syvca.org,College Elementary,Mr.,Scott,Carleton,Principal,s_carleton@syvca.org,110,Religious,Not affiliated with any denomination
123140,Santa Barbara,42693106940324,St. Joseph High,4120 South Bradley Road,Santa Maria,CA,93455,805-937-2038,jpoloni@sjhsknights.com,Santa Maria Joint Union High,Ms.,Joanne,Poloni,Principal,jpoloni@sjhsknights.com,443,Religious,Roman Catholic
123205,Santa Barbara,42692606965693,St. Louis de Montfort Elementary,5095 Harp Road,Santa Maria,CA,93455,805-937-5571,school_office@sldmschool.org,Orcutt Union Elementary,Mrs.,Kathy,Crow,Principal,kcrow@sldmschool.org,237,Religious,Roman Catholic
124423,Santa Barbara,42691206965701,St. Mary of the Assumption,424 East Cypress Street,Santa Maria,CA,93454,805-925-6713,stmarysm@sbceo.org,Santa Maria-Bonita Elementary,Mrs.,Michelle,Cox,Principal,stmarysm@sbceo.org,196,Religious,Roman Catholic
