County,CDSCode,School ,Street,City,State,Zip,Telephone,PublicDistrict
San Diego,37735516133680,Pacific Ridge School,6269 El Fuerte Street,Carlsbad,CA,92009,760-448-9820,Carlsbad Unified
San Diego,,Palomar Valley Christian Academy,1204 North Escondido Boulevard Number A31,Escondido,CA,92025,760-294-5600,Escondido Union High
San Diego,37680236965537,Pilgrim Lutheran,497 E Street,Chula Vista,CA,91910,619-420-6233,Chula Vista Elementary
San Diego,37756146953160,Pine Glen Academy,15519 Villa Sierra Road,Valley Center,CA,92082,760-749-5898,Valley Center-Pauma Unified
San Diego,37683386132799,Pioneer Day School,4764 Santa Monica Avenue,San Diego,CA,92107,619-758-9424,San Diego Unified
San Diego,37756146137301,Pleasant Knoll School,28760 Pleasant Knoll Lane,Valley Center,CA,92082,760-749-0240,Valley Center-Pauma Unified
San Diego,37683046138689,Ramona Faith Academy,320 3rd Street,Ramona,CA,92065,760-803-1938,Ramona
San Diego,37680807091036,Rancho Encinitas Academy,910 Encinitas Boulevard,Encinitas,CA,92024,760-942-2011,Encinitas Union Elementary
San Diego,37735516141469,Redeemer by the Sea Lutheran Kindergarten and Preschool,6604 Black Rail Road,Carlsbad,CA,92011,760-431-8293,Carlsbad
San Diego,37683386984587,Reformation Lutheran,4670 Mt. Abernathy Avenue,San Diego,CA,92117,858-279-3311,San Diego Unified
San Diego,37682967087646,Regina Caeli Academy,14382 Carnitas Street,Poway,CA,92064,858-679-2101,Poway Unified
San Diego,37683386142822,Renaissance Village Academy,9988 Hibert Street Number 301,San Diego,CA,92131,858-564-9622,San Diego Unified
San Diego,,Royal Academy of Hebrew Education,32768 Via del Venado,Valley Center,CA,92082,623-330-6694,Valley Center-Pauma Unified
San Diego,37680316975650,Sacred Heart Parish School,706 C Avenue,Coronado,CA,92118,619-437-4431,Coronado Unified
San Diego,,Sacred Woven Circle,4412 Anne Sladon Street,Oceanside,CA,92057,760-405-4845,Oceanside Unified
San Diego,37683386975684,Saint Charles Borromeo Academy,2808 Cadiz Street,San Diego,CA,92110,619-223-8271,San Diego Unified
San Diego,37682056975742,Saint John of the Cross Catholic School,8175 Lemon Grove Way,Lemon Grove,CA,91945,619-466-8624,Lemon Grove
San Diego,37680806140081,Saint John School,1003 Encinitas Boulevard,Encinitas,CA,92024,760-944-8227,Encinitas Union Elementary
San Diego,37737917090244,Saint Joseph Academy,500 Las Flores Drive,San Marcos,CA,92078,760-305-8505,San Marcos Unified
San Diego,37683386997969,Sam and Rose Stein Education Center,6145 Decena Drive,San Diego,CA,92120,619-281-5511,San Diego Unified
San Diego,37683387093966,Sam and Rose Stein Education Center - Transition Site,6145 Decena Drive,San Diego,CA,92120,619-281-5511,San Diego Unified
San Diego,37682216939326,San Diego Academy,2800 East Fourth Street,National City,CA,91950,619-267-9550,National Elementary
San Diego,37683387093115,San Diego Center for Children Academy,3002 Armstrong Street,San Diego,CA,92111,858-569-2166,San Diego Unified
San Diego,37683387051360,San Diego French–American School,6550 Soledad Mountain Road,La Jolla,CA,92037,858-456-2807,San Diego Unified
San Diego,37680566907877,San Diego Jewish Academy,11860 Carmel Creek Road,San Diego,CA,92130,858-704-3700,Del Mar Union Elementary/San Dieguito Union High
San Diego,37682966137335,San Diego Liberal Arts Academy,11255 Redbud Court,San Diego,CA,92127,858-775-4012,Poway Unified
San Diego,37683876992507,Santa Fe Montessori School,1010 Solana Drive,Solana Beach,CA,92075,858-755-3232,Solana Beach Elementary
San Diego,37681976975908,Santa Sophia Academy,9806 San Juan Street,Spring Valley,CA,91977,619-463-0488,La Mesa-Spring Valley
San Diego,37683386975924,School of the Madeleine,1875 Illion Street,San Diego,CA,92110,619-276-6545,San Diego Unified
San Diego,37683386146070,Sedgwick Academy,1081 7th Street,Imperial Beach,CA,91932,619-869-7247,San Diego Unified
San Diego,37681976991186,Shiloh Christian Academy,2770 Glebe Road,Lemon Grove,CA,91945,619-463-5591,Lemon Grove
San Diego,37683387100852,Sierra Academy of San Diego,6460 Boulder Lake Avenue,San Diego,CA,92119,619-460-5066,San Diego Unified
San Diego,37683386975890,Soille San Diego Hebrew Day,3630 Afton Road,San Diego,CA,92123,858-279-3300,San Diego Unified
San Diego,37680236138150,South Bay Christian Academy,395 D Street,Chula Vista,CA,91910,619-585-0600,Chula Vista Elementary
San Diego,37683386139455,Southern California Yeshiva High School,3410 Mt. Acadia Boulevard,San Diego,CA,92111,858-560-1818,San Diego Unified
San Diego,37683386992994,Springall Academy,6460 Boulder Lake Avenue,San Diego,CA,92119,619-460-5090,San Diego Unified School District
San Diego,37683386939409,St. Augustine High School,3266 Nutmeg Street,San Diego,CA,92104,619-282-2184,San Diego Unified
San Diego,37683956975692,St. Charles Elementary,929 18th Street,San Diego,CA,92154,619-423-3701,South Bay Union
San Diego,37683386975700,St. Columba,3365 Glencolum Drive,San Diego,CA,92123,858-279-1882,San Diego Unified
San Diego,37683386975718,St. Didacus Parish School,4630 34th Street,San Diego,CA,92116,619-284-8730,San Diego Unified
San Diego,37684526975726,St. Francis of Assisi,525 West Vista Way,Vista,CA,92083,760-630-7960,Vista Unified
San Diego,37682966138820,St. Gregory the Great Catholic School,15315 Stonebridge Parkway,San Diego,CA,92131,858-397-1290,Poway Unified
San Diego,37683876975734,St. James Academy,623 South Nardo Avenue,Solana Beach,CA,92075,858-755-1777,Solana Beach Elementary
San Diego,,St. Katherine's Academy,13497 Grain Lane,San Diego,CA,92129,858-484-4976,Poway Unified
San Diego,37679916975767,St. Kieran Catholic School,1347 Camillo Way,El Cajon,CA,92021,619-588-6398,Cajon Valley Union
San Diego,37681976965552,St. Martin of Tours Academy,7708 El Cajon Boulevard,La Mesa,CA,91942,619-466-3241,La Mesa-Spring Valley
San Diego,37735696975817,St. Mary Star of the Sea Elementary,515 Wiconsin Avenue,Oceanside,CA,92054,760-722-7259,Oceanside Unified
San Diego,37680986975791,St. Mary's School,130 East 13th Avenue,Escondido,CA,92025,760-743-3431,Escondido Union
San Diego,37683386137277,St. Michael Academy,2637 Homedale Street,San Diego,CA,92139,619-470-4880,San Diego Unified
San Diego,37682966975833,St. Michael's School,15542 Pomerado Road,Poway,CA,92064,858-485-1303,Poway Unified
San Diego,37735516975841,St. Patrick Catholic School,3820 Pio Pico Drive,Carlsbad,CA,92008,760-729-1333,Carlsbad Unifired
San Diego,37683386975858,St. Patrick's Elementary,3014 Capps Street,San Diego,CA,92104,619-297-1314,San Diego Unified
San Diego,37683386965560,St. Paul's Lutheran,1376 Felspar Street,San Diego,CA,92109,858-272-6282,San Diego Unified
San Diego,37681147069065,St. Peter the Apostle Catholic School,450 South Stage Coach Lane,Fallbrook,CA,92028,760-689-6250,Fallbrook Union Elementary
San Diego,37680236975866,St. Pius X,37 East Emerson,Chula Vista,CA,91911,619-422-2015,Chula Vista Elementary
San Diego,37683386966113,St. Rita's School,5165 Imperial Avenue,San Diego,CA,92114,619-264-0109,San Diego Unified School District
San Diego,37680236975874,St. Rose of Lima School,278 Alvarado Street Unit 2,Chula Vista,CA,91910,619-422-1121,Chula Vista Elementary
San Diego,37683386981054,St. Therese Academy,6046 Camino Rico,San Diego,CA,92120,619-583-6270,San Diego Unified
San Diego,37683386975882,St. Vincent de Paul,4061 Ibis Street,San Diego,CA,92103,619-296-2222,San Diego Unified
San Diego,37683386975932,Stella Maris Academy,7654 Herschel Avenue,La Jolla,CA,92037,858-454-2461,San Diego Unified
San Diego,,Summer Glenn Academy,6436 Seascape Drive,San Diego,CA,92139,619-277-6748,San Diego
San Diego,37683386939433,Tabernacle Christian Academy,1765 Pentecost Way,San Diego,CA,92105,619-264-1721,San Diego Unified
San Diego,37682136939441,Tecate Christian,23945 Tecate Mission Road,Tecate,CA,91980,619-468-3355,Mountain Empire Unified
San Diego,37735697105075,TERI Learning Academy,3225 Roymar Road,Oceanside,CA,92058,760-721-1706,Oceanside
San Diego,37683386993166,The Children's School,2225 Torrey Pines Lane,La Jolla,CA,92037,858-454-0184,San Diego Unified
San Diego,,The Grove Christian Academy,7562 Radenz Avenue,San Diego,CA,92111,360-509-4809,San Diego Unified
San Diego,,The Heritage Christian Academy,11251 Rancho Carmel Drive Number 503766,San Diego,CA,92150,858-754-8806,POWAY
San Diego,12923375,The Koonings Center,12271 Oak Knoll Road,Poway,CA,92064,858-679-5745,Poway Unified
San Diego,37683386202386,The Rock Academy,2277 Rosecrans Street,San Diego,CA,92106,619-764-5200,San Diego Unified
San Diego,,Therapeutic Literacy Center,990 Highland Drive Suite 106-D,Solana Beach,CA,92075,858-481-2200,Solana Beach Elementary
San Diego,37683387100720,Torah High Schools of San Diego,9001 Towne Centre Drive,San Diego,CA,92122,858-558-6880,San Diego Unified
San Diego,37737916145494,Tormey Christian Academy,707 Denise Court,San Marcos,CA,92078,910-333-4982,San Marcos Unified
San Diego,37681976913644,Trinity Christian School,3902 Kenwood Drive,Spring Valley,CA,91977,619-462-6440,La Mesa Spring Valley
San Diego,37683387085939,True Faith Academy,8354 Noeline Lane,San Diego,CA,92114,253-853-6518,San Diego Unified
San Diego,,UC University High School,6161 El Cajon Blvd Suite B469,San Diego,CA,92115,619-288-0674,San Diego Unified School District
San Diego,37683387078165,Urban Skills Center,2225 Camino del Rio South,San Diego,CA,92108,619-243-1325,San Diego Unified
San Diego,37737916930564,Valley Christian School,1350 Discovery Street,San Marcos,CA,92078,760-744-0207,San Diego
San Diego,37684526138929,Village Gate Children's Academy,1613 Lake Drive,Cardiff,CA,92007,760-815-4818,Cardiff Elementary
San Diego,37683046146153,Vision International Academy,1115 D Street,Ramona,CA,92065,760-789-4700,Ramona Unified School District
San Diego,37684526975973,Vista Christian,290 North Melrose Drive,Vista,CA,92083,760-724-7353,Vista Unifies
San Diego,37684526200497,Vista Training Program,2683 Foothill Drive,Vista,CA,92084,760-295-3852,Vista Unified
San Diego,37683387081631,Waldorf School of San Diego,3547 Altadena Avenue,San Diego,CA,92105,619-280-8016,San Diego Unified
San Diego,37681976206205,Warren-Walker School/La Mesa,5150 Wilson Street,La Mesa,CA,91941,619-460-3663,La Mesa-Spring Valley
San Diego,37683386991319,Warren-Walker Inc.,4605 Point Loma Avenue,San Diego,CA,92107,619-223-3663,San Diego Unified
San Diego,,Will Tech Academy,9845 Kika Court,San Diego,CA,92129,858-935-9399,San Diego Unified
San Diego,37681146954648,Zion Lutheran,1405 East Fallbrook Street,Fallbrook,CA,92028,760-723-3500,Fallbrook Union Elementary
San Francisco,38684786930572,Adda Clevenger Jr. Prep.,180 Fair Oaks Street,San Francisco,CA,94110,415-824-2240,San Francisco Unified
San Francisco,38684786140099,Alta Vista School,450 Somerset Street,San Francisco,CA,94134,415-467-3700,San Francisco Unified
San Francisco,,AltSchool Inc.,2265 3rd Street,San Francisco,CA,94107,415-255-9766,San Francisco Unified
San Francisco,38684786939730,Archbishop Riordan High,175 Phelan Avenue,San Francisco,CA,94112,415-586-8200,San Francisco Unified
San Francisco,38684786965578,Brandeis Hillel Day School,655 Brotherhood Way,San Francisco,CA,94132,415-406-1035,San Francisco County Office of Education
San Francisco,38684786142079,Brightworks,1960 Bryant Street,San Francisco,CA,94110,415-701-8700,San Francisco Unified
San Francisco,38684786965586,Cathedral School For Boys,1275 Sacramento Street,San Francisco,CA,94108,415-771-6600,San Francisco Unified
San Francisco,38684787096514,Children's Day School,333 Dolores Street,San Francisco,CA,94110,415-861-5432,San Francisco Unified
San Francisco,38684787021116,Chinese American International School,150 Oak Street,San Francisco,CA,94102,415-865-6000,San Francisco County Office of Education
San Francisco,38684786140107,Coming of Age Christian Academy,1763 Newcomb Avenue,San Francisco,CA,94124,415-424-9977,San Francisco Unified
San Francisco,38684786981138,Convent of the Sacred Heart Elementary,2222 Broadway Street,San Francisco,CA,94115,415-563-2900,San Francisco Unified
San Francisco,38684786939540,Convent of the Sacred Heart High School,2222 Broadway Street,San Francisco,CA,94115,415-563-2900,San Francisco Unified
San Francisco,38684786133763,Cornerstone Academy–Cambridge Campus,501 Cambridge Street,San Francisco,CA,94134,415-585-5183,San Francisco Unified
San Francisco,38684787086192,Cornerstone Academy–Lawton Campus,1925 Lawton Street,San Francisco,CA,94122,415-665-9747,San Francisco Unified
San Francisco,38684786903165,Cornerstone Academy-Silver Campus,801 Silver Avenue,San Francisco,CA,94134,415-587-7256,San Francisco Unified
San Francisco,38684786918601,Cow Hollow Kindergarten,2521 Scott Street,San Francisco,CA,94115,415-931-0400,San Francisco Unified
San Francisco,38684787104466,De Marillac Academy,175 Golden Gate Avenue,San Francisco,CA,94102,415-552-5220,San Francisco Unified
San Francisco,38684786939557,Drew School,2901 California Street,San Francisco,CA,94115,415-409-3739,San Francisco Unified
San Francisco,38684786981500,Ecole Notre Dame Des Victoires,659 Pine Street,San Francisco,CA,94108,415-421-0069,San Francisco Unified
San Francisco,38684786980734,Epiphany Elementary,600 Italy Avenue,San Francisco,CA,94112,415-337-4030,San Francisco Unified
San Francisco,38684787044605,Eureka Learning Center,464 Diamond Street,San Francisco,CA,94114,415-648-0380,San Francisco Unified
San Francisco,38684786139463,Fei Tian Academy of the Arts California,101 15th Street,San Francisco,CA,94103,415-431-3161,San Francisco Unified
San Francisco,38684786981195,French American International School,150 Oak Street,San Francisco,CA,94102,415-558-2022,San Francisco Unified
San Francisco,38684786143440,Fusion Academy - San Francisco,535 Pacific Avenue 3rd Floor,San Francisco,CA,94133,415-765-9078,San Francisco Unified
San Francisco,38684786145635,Golden Bridges School,3358 22nd Street,San Francisco,CA,94110,415-912-8666,San Francisco Unified
San Francisco,38684786997829,Hamlin The,2120 Broadway,San Francisco,CA,94115,415-922-0300,San Francisco Unified
San Francisco,38684786914550,Hergl,1570 Greenwich Street,San Francisco,CA,94123,415-474-0191,San Francisco Unified
San Francisco,38684786939607,Hillwood Academic Day,2521 Scott Street,San Francisco,CA,94115,415-931-0400,San Francisco Unified
San Francisco,38684786981278,Holy Name Elementary,1560 40th Avenue,San Francisco,CA,94122,415-731-4077,San Francisco Unified
San Francisco,38684786939615,Immaculate Conception Academy,3625 24th Street,San Francisco,CA,94110,415-824-2052,San Francisco
San Francisco,38684786200554,Jewish Community High School of the Bay,1835 Ellis Street,San Francisco,CA,94115,415-345-9777,San Francisco Unified
San Francisco,38684786981328,Katherine Delmar Burke School,7070 California Street,San Francisco,CA,94121,415-751-0170,San Francisco Unified
San Francisco,38684786981336,Kittredge Inc.,2355 Lake Street,San Francisco,CA,94121,415-750-8390,San Francisco Unified
San Francisco,38684786913123,Krouzian Zekarian Armenian School,825 Brotherhood Way,San Francisco,CA,94132,415-586-8686,San Francisco
San Francisco,38684786144257,La Scuola Internazionale di San Francisco,728 20th Street,San Francisco,CA,94107,415-558-9006,San Francisco
San Francisco,38684786939649,Lick-Wilmerding High School,755 Ocean Avenue,San Francisco,CA,94112,415-333-4021,San Francisco Unified
San Francisco,38684786981245,Lisa Kampner Hebrew Academy,645 14th Avenue,San Francisco,CA,94118,415-752-7333,San Francisco Unified
San Francisco,38684786981377,Live Oak School,1555 Mariposa Street,San Francisco,CA,94107,415-861-8840,San Francisco Unified
San Francisco,38684786939664,Lycee Francais de San Francisco,1201 Ortega Street,San Francisco,CA,94122,415-661-5232,San Francisco Unified
San Francisco,38684786146369,Lycee Francais de San Francisco,755 Ashbury Sreet,San Francisco,CA,94117,415-661-5232,San Francisco Unified
San Francisco,38684786909600,Meadows-Livingstone School,1499 Potrero Avenue Suite 1,San Francisco,CA,94110,415-695-7735,san francosco
San Francisco,38684786939672,Mercy High School,3250 19th Avenue,San Francisco,CA,94132,415-334-0525,San Francisco Unified
San Francisco,38684786981716,Mission Dolores Academy,3371 16th Street,San Francisco,CA,94114,415-346-9500,San Francisco Unified
San Francisco,38684787089568,Montessori House of Children,1187 Franklin Street,San Francisco,CA,94109,415-441-7691,San Francisco Unified
San Francisco,38684786133011,Mt. Vernon Christian Academy,59 Caine Avenue,San Francisco,CA,94112,415-508-1438,San Francisco Unified
San Francisco,38684786981534,Oakes Children's Center,1550 Treat Avenue,San Francisco,CA,94110,415-641-8000,San Francisco Unified
San Francisco,38684786981559,Our Lady of the Visitacion Elementary,785 Sunnydale Avenue,San Francisco,CA,94134,415-239-7840,San Francisco Unified
San Francisco,38684786205652,Presidio Hill School,3839 Washington Street,San Francisco,CA,94118,415-751-9318,San Francisco Unified
San Francisco,38684787019417,RISE Institute,1760 Cesar Chavez Street Suites RS,San Francisco,CA,94124,415-641-1878,San Francisco Unified
San Francisco,38684786200760,Russian American International School,3301 Balboa Street,San Francisco,CA,94121,415-665-5467,San Francisco Unified
San Francisco,38684786939748,Sacred Heart Cathedral Preparatory,1055 Ellis Street,San Francisco,CA,94109,415-775-6626,San Francisco Unified
San Francisco,38684786981658,Saint Anne School,1320 14th Avenue,San Francisco,CA,94122,415-664-7977,San Francisco Unified
San Francisco,38684786981682,Saint Brigid School,2250 Franklin Sreet,San Francisco,CA,94109,415-673-4523,San Francisco Unified
San Francisco,38684786981997,Saint Mary STEM Catholic School,838 Kearny Street,San Francisco,CA,94108,415-929-4690,San Francisco Unified
San Francisco,38684786980585,Saint Monica School,5950 Geary Boulevard,San Francisco,CA,94121,415-751-9564,San Francisco Unified School District
San Francisco,38684786980676,Saint Vincent de Paul,2350 Green Street,San Francisco,CA,94123,415-346-5505,San Francisco Unified
San Francisco,38684786980718,San Francisco Adventist,66 Geneva Avenue,San Francisco,CA,94112,415-585-5550,San Francisco Unified
San Francisco,38684786980692,San Francisco Christian School,25 Whittier Street,San Francisco,CA,94112,415-586-1117,San Francisco Unified
San Francisco,38684787095755,San Francisco City Academy,230 Jones Street,San Francisco,CA,94102,415-345-0924,San Francisco Unified
San Francisco,,San Francisco Expeditionary School,2960 Broadway Street,San Francisco,CA,94115,415-336-9872,San Francisco Unified School District
San Francisco,38684786146054,San Francisco Pacific Academy,3301 Balboa Street,San Francisco,CA,94121,415-800-0730,San Francisco Unified
San Francisco,38684786980726,San Francisco School The,300 Gaven Street,San Francisco,CA,94134,415-239-5065,San Francisco Unified
San Francisco,38684786143952,San Francisco Schoolhouse,301 14th Avenue,San Francisco,CA,94118,415-203-8185,San Francisco Unified
San Francisco,38684786907927,San Francisco Waldorf School,2938 Washington Street,San Francisco,CA,94115,415-931-2750,San Francisco Unified
San Francisco,38684786206007,Shalom School DBA Bais Menacehm Yeshiva Day School,862 28th Avenue,San Francisco,CA,94121,415-831-8399,San Francisco County Office of Education
San Francisco,38684786981666,St. Anthony–Immaculate Conception,299 Precita Avenue,San Francisco,CA,94110,415-648-2008,San Francisco Unified
San Francisco,38684786981674,St. Brendan Elementary,940 Laguna Honda Boulevard,San Francisco,CA,94127,415-731-2665,San Francisco Unified
San Francisco,38684786981690,St. Cecilia Elementary,660 Vicente Street,San Francisco,CA,94116,415-731-8400,San Francisco Unified
San Francisco,38684786981708,St. Charles Elementary,3250 18th Street,San Francisco,CA,94110,415-861-7652,San Francisco UNIFIED SChool
San Francisco,38684786981740,St. Finn Barr,419 Hearst Avenue,San Francisco,CA,94112,415-333-1800,San Francisco Unified
San Francisco,38684786981765,St. Gabriel Elementary,2550 41st Avenue,San Francisco,CA,94116,415-566-0314,San Francisco Unified
San Francisco,38684786939722,St. Ignatius College Preparatory,2001 37th Avenue,San Francisco,CA,94116,415-731-7500,San Francisco Unified
San Francisco,38684786981773,St. James School,321 Fair Oaks Street,San Francisco,CA,94110,415-647-8972,San Francisco Unified
San Francisco,38684786139893,St. John the Evangelist,925 Chenery Street,San Francisco,CA,94131,415-584-8383,San Francisco Unified School District
San Francisco,38684786980601,St. Paul's,1690 Church Street,San Francisco,CA,94131,415-648-2055,San Francisco Unified
San Francisco,38684786980619,St. Peter's School,1266 Florida Street,San Francisco,CA,94110,415-647-8662,San Francisco Unified
San Francisco,38684786980627,St. Philip School,665 Elizabeth Street,San Francisco,CA,94114,415-824-8467,San Francisco Unified
San Francisco,38684786980643,St. Stephen School,401 Eucalyptus Drive,San Francisco,CA,94132,415-664-8331,San Francisco Unified
San Francisco,38684786980650,St. Thomas More,50 Thomas More Way,San Francisco,CA,94132,415-337-0100,San Francisco Unified
San Francisco,38684786980668,St. Thomas the Apostle School,3801 Balboa Street,San Francisco,CA,94121,415-221-2711,San Francisco Unified
San Francisco,38684786980742,Star of the Sea School,360 9th Avenue,San Francisco,CA,94118,415-221-8558,San Francisco Unified
San Francisco,38684786999379,Sterne School,2690 Jackson Street,San Francisco,CA,94115,415-922-6081,San Francisco Unified
San Francisco,38684786980684,Sts. Peter and Paul Elementary,660 Filbert Street,San Francisco,CA,94133,415-421-5219,San Francisco Unified
San Francisco,38684786980759,Stuart Hall For Boys,2252 Broadway Street,San Francisco,CA,94115,415-292-3143,San Francisco Unified
San Francisco,38684787104631,Stuart Hall High School,1715 Octavia Street,San Francisco,CA,94109,415-345-5811,San Francisco Unified
San Francisco,38684786905913,Synergy School,1387 Valencia Street,San Francisco,CA,94110,415-567-6177,San Francisco Unified
San Francisco,,Tahour Academy,1 Embarcadero Center Number 26642,San Francisco,CA,94126,415-335-0358,San Francisco Unified
San Francisco,38684786145049,Teknion Peri Sophia Academy,315 Rome Street,San Francisco,CA,94112,415-715-8551,San Francisco Unified
San Francisco,38684786138176,The Bay School of San Francisco,35 Keyes Avenue,San Francisco,CA,94129,415-561-5800,San Francisco Unified
San Francisco,38684786981153,The Discovery Center School,1442 Fulton Street,San Francisco,CA,94117,415-724-7458,San Francisco Unified
San Francisco,38684786980833,Town School for Boys,2750 Jackson Street,San Francisco,CA,94115,415-921-3747,San Francisco Unified
San Francisco,38684786938930,Urban School of San Francisco,1563 Page Street,San Francisco,CA,94117,415-626-2919,San Francisco Unified
San Francisco,38684786938914,Voice of Pentecost Academy,1970 Ocean Avenue,San Francisco,CA,94127,415-334-0105,San Francisco
San Francisco,38684786203384,Wen Jian Ying,259 Judson Avenue,San Francisco,CA,94112,415-586-6987,San Francisco Unified
San Francisco,38684786980874,West Portal Lutheran Elementary,200 Sloat Boulevard,San Francisco,CA,94132,415-665-6330,San Francisco Unified
San Francisco,38684787078710,Woodside International School,1555 Irving Street,San Francisco,CA,94122,415-564-1063,San Francisco Unified
San Francisco,38684786204242,Youth Chance High School,169 Steuart Street,San Francisco,CA,94105,415-615-1337,San Francisco Unified School District
San Francisco,38684786980890,Zion Lutheran School,495 9th Avenue,San Francisco,CA,94118,415-221-7500,San Francisco Unified
San Joaquin,,Abundant Life Academy,16500 North Ripon Road,Ripon,CA,95366,209-234-4320,Ripon Unified
San Joaquin,39754996200026,Bella Vista Christian Academy,1635 Chester Drive,Tracy,CA,95376,209-835-7438,Tracy Joint Unified
San Joaquin,39686766980908,Cathedral of the Annunciation School,1110 North Lincoln Street,Stockton,CA,95203,209-444-4000,Stockton Unified School District
San Joaquin,39685936146112,Central Valley Christian Academy,10948 South Airport Way,Manteca,CA,95336,209-982-9888,Manteca Unified
San Joaquin,39686767059348,Children's Home of Stockton NPS,430 North Pilgrim Street,Stockton,CA,95205,209-466-0853,Stockton Unified
San Joaquin,39685936137293,Cornerstone Christian School,17900 Comconex Road,Manteca,CA,95336,209-825-1422,Manteca Unified
San Joaquin,39686766133797,First Baptist Christian Schools,3535 North El Dorado Street,Stockton,CA,95204,209-466-1577,Stockton Unified
San Joaquin,27660926145536,Golden State Academy,3195 Milton Jenson Court,Tracy,CA,95377,209-831-9449,Tracy Joint Unified
San Joaquin,,Iron Arrow Academy,2113 Debbie Lane,Lodi,CA,95242,925-789-9854,Lodi Unified
San Joaquin,39685856146351,JECOI Adventure Academy,12744 North Jack Tone Road,Lodi,CA,95240,209-373-7902,Lodi Unified
San Joaquin,39685857098858,Jim Elliot Christian High School,2695 West Vine Street,Lodi,CA,95242,209-368-2800,Lodi Unified
San Joaquin,39685857084809,Life Training Academy,11451 North West Lane,Lodi,CA,95242,209-339-7373,Lodi Unified
San Joaquin,39685856939847,Lodi Academy,1230 South Central Avenue,Lodi,CA,95240,209-368-2781,Lodi Unified
San Joaquin,39685856137467,Lodi Christian School,18621 North Highway 99,Acampo,CA,95220,209-368-7627,Lodi Unified
San Joaquin,39685856978282,Lodi Seventh-day Adventist Elementary,1240 South Central Avenue,Lodi,CA,95240,209-368-5341,Lodi Unified
San Joaquin,39685936961320,Manteca Adventist Christian School,525 South Union Road,Manteca,CA,95337,209-239-3140,Manteca Unified
San Joaquin,39685696202550,Merryhill Elementary School,4811 Riverbrook Drive,Stockton,CA,95219,209-477-9005,Stockton Unified
San Joaquin,39685856961338,North Valley School-Lodi,12755 North Highway 88,Lodi,CA,95240,209-340-5800,Lodi Unified
San Joaquin,39686767090855,Options in Education Inc.,2106 East Cherokee Road,Stockton,CA,95205,209-476-1675,Stockton Unified
San Joaquin,39685696978290,Presentation Elementary,1635 West Benjamin Holt Drive,Stockton,CA,95207,209-472-2140,Lincoln Unified
San Joaquin,,Private Homeschool,6119 Danny Drive Number 4,Stockton,CA,95210,209-898-2097,Stockton Unified
San Joaquin,39686506939869,Ripon Christian,435 North Maple Avenue,Ripon,CA,95366,209-599-2155,Ripon Unified
San Joaquin,39686766939920,Saint Mary's High School,5648 North El Dorado,Stockton,CA,95207,209-957-3340,Stockton Unified
San Joaquin,36686507090236,Sierra View Christian,24225 Frederick Road,Ripon,CA,95366,209-499-8125,Ripon Unified School District
San Joaquin,39685936203327,South San Joaquin Education Center,10623 East Highway 120,Manteca,CA,95336,209-824-0900,Manteca Unified
San Joaquin,39685856978308,St. Anne Elementary,200 South Pleasant Avenue,Lodi,CA,95240,209-333-7580,Lodi Unified
San Joaquin,39685936978316,St. Anthony of Padua,323 North Fremont Avenue,Manteca,CA,95336,209-823-4513,Manteca Unified
San Joaquin,39754996978324,St. Bernard's Catholic Elementary,165 West Eaton Avenue,Tracy,CA,95376,209-835-8018,Tracy Unified School District
San Joaquin,39686766978357,St. Luke School,4005 North Sutter Street,Stockton,CA,95204,209-464-0801,Stockton Unified
San Joaquin,39-68676,Stockton Accelerated Institute of Learning,116 West Willow,Stockton,CA,95202,209-547-9000,Stockton Unified
San Joaquin,39685857060478,Stockton Baptist School,5480 North Highway 99,Stockton,CA,95212,209-931-6101,Lodi Unified
San Joaquin,39685856978225,Stockton Christian,9021 West Lane,Stockton,CA,95210,209-957-3043,Lodi Unified
San Joaquin,39754996978399,Tracy Seventh-day Adventist Christian,126 West 21st Street,Tracy,CA,95376,209-835-6607,Tracy Joint Unified
San Joaquin,39685696902274,United Christian Schools,915 Rose Marie Lane,Stockton,CA,95207,209-954-7651,Lincoln Unified
San Joaquin,39686767002272,United Christian Schools,2111 Quail Lakes Drive,Stockton,CA,95207,209-954-7653,Stockton Unified
San Joaquin,36685856205736,Vineyard Christian Middle School,2301 West Lodi Avenue,Lodi,CA,95242,209-333-8300,Lodi Unified
San Joaquin,,Vitae Preparatory Academy,565 Gregory Place,Manteca,CA,95336,931-624-1931,Manteca Unified
San Joaquin,39754997094634,West Valley Christian Academy,1790 Sequoia Boulevard,Tracy,CA,95376,209-832-4072,Tracy Joint Unified
San Joaquin,,World Changers Academy,420 Oak Avenue,Ripon,CA,95366,209-531-4241,Ripon Unified
San Luis Obispo,40754576930671,ACTS Advanced Christian Training Schools,3025 Adelaida Road,Paso Robles,CA,93446,805-239-0707,Paso Robles Joint Unified
San Luis Obispo,40754577096993,Calvary Christian,4144 Hord Valley Road,Creston,CA,93432,805-674-1893,Atascadero Unified
San Luis Obispo,40687007040066,Children's House Montessori,3025 Monterey Road,Atascadero,CA,93422,805-466-5068,Atascadero Unified
San Luis Obispo,40687596978423,Coastal Christian School,1220 Farroll Avenue,Arroyo Grande,CA,93420,805-489-1213,Lucia Mar Unified
San Luis Obispo,40687007103773,Cornerstone Christian,6955 Los Gatos Road,Atascadero,CA,93422,805-466-2546,Atascadero Unified
