"","SchCode","COUNTY","PubPriv","District.x","CITY","Name","Total","UpToDateTot","UpToDatePct","CondTot","CondPct","PMETot","PMEPct","PBETot","PBEPct","DTPTot","DTPPct","PolioTot","PolioPct","MMRTot","MMRPct","HEPBTot","HEPBPct","VariTot","VariPct","REPORTED","PBEPctCalc","CDSCode","County","District.y","School","Street","City","Zip","State","Phone","AdmFName1","AdmLName1","AdmEmail1"
"198",6033831,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","CAROLINE WENZEL ELEM.",34,30,88,2,6,0,0,2,6,31,91,31,91,32,94,32,94,32,94,"Y",0.0588235294117647,"34674396033831","Sacramento","Sacramento City Unified","Caroline Wenzel Elementary","6870 Greenhaven Drive","Sacramento","95831-2759","CA","(916) 433-5432","Yee","Yang","yee-yang@scusd.edu"
"199",6033849,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","CLAYTON B. WIRE ELEM.",48,45,94,3,6,0,0,0,0,46,96,45,94,46,96,48,100,48,100,"Y",0,"34674396033849","Sacramento","Sacramento City Unified","Clayton B. Wire Elementary","5100 El Paraiso Avenue","Sacramento","95824-4006","CA","","","",""
"200",6033856,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","COLLIS P. HUNTINGTON ELEM.",28,27,96,1,4,0,0,0,0,28,100,28,100,27,96,28,100,28,100,"Y",0,"34674396033856","Sacramento","Sacramento City Unified","Collis P. Huntington Elementary","5921 26th Street","Sacramento","95822-3608","CA","","","",""
"201",6033880,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","DAVID LUBIN ELEM.",87,66,76,16,18,1,1,4,5,70,80,69,79,69,79,80,92,80,92,"Y",0.0459770114942529,"34674396033880","Sacramento","Sacramento City Unified","David Lubin Elementary","3535 M Street","Sacramento","95816-5403","CA","(916) 277-6271","Richard","Dixon","richard-dixon@scusd.edu"
"202",6033906,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","EARL WARREN ELEM.",64,57,89,5,8,0,0,2,3,58,91,59,92,58,91,61,95,61,95,"Y",0.03125,"34674396033906","Sacramento","Sacramento City Unified","Earl Warren Elementary","5420 Lowell Street","Sacramento","95820-6606","CA","(916) 382-5930","Carolyn","Olsen","carolyn-olsen@scusd.edu"
"203",6033914,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","EDWARD KEMBLE ELEM.",138,111,80,27,20,0,0,0,0,115,83,121,88,114,83,136,99,138,100,"Y",0,"34674396033914","Sacramento","Sacramento City Unified","Edward Kemble Elementary","7495 29th Street","Sacramento","95822-5525","CA","(916) 433-5025","Mary","Alvarez-Jett","mary-alvarez-jett@scusd.edu"
"204",6033930,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","ELDER CREEK ELEM.",104,98,94,6,6,0,0,0,0,100,96,102,98,99,95,103,99,104,100,"Y",0,"34674396033930","Sacramento","Sacramento City Unified","Elder Creek Elementary","7934 Lemon Hill Avenue","Sacramento","95824-3345","CA","(916) 382-5970","Thu","Le-Doan","thu-le@scusd.edu"
"205",6033948,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","ETHEL I. BAKER ELEM.",81,76,94,5,6,0,0,0,0,76,94,76,94,76,94,81,100,81,100,"Y",0,"34674396033948","Sacramento","Sacramento City Unified","Ethel I. Baker Elementary","5717 Laurine Way","Sacramento","95824","CA","(916) 433-5444","Olga","Arellano","olga-arellano@scusd.edu"
"206",6033955,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","ETHEL PHILLIPS ELEM.",70,67,96,1,1,2,3,0,0,67,96,67,96,67,96,68,97,68,97,"Y",0,"34674396033955","Sacramento","Sacramento City Unified","Ethel Phillips Elementary","2930 21st Avenue","Sacramento","95820-3719","CA","(916) 277-6277","Daniel","Hernandez","daniel-hernandez@scusd.edu"
"207",6033989,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","FRUIT RIDGE ELEM.",39,36,92,3,8,0,0,0,0,37,95,39,100,38,97,39,100,39,100,"Y",0,"34674396033989","Sacramento","Sacramento City Unified","Fruit Ridge Elementary","4625 44th Street","Sacramento","95820-3909","CA","","","",""
"208",6033997,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","H. W. HARKNESS ELEM.",64,48,75,16,25,0,0,0,0,50,78,52,81,51,80,63,98,64,100,"Y",0,"34674396033997","Sacramento","Sacramento City Unified","H. W. Harkness Elementary","2147 54th Avenue","Sacramento","95822-4108","CA","(916) 433-5042","Isabel","Govea","isabel-govea@scusd.edu"
"209",6034003,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","HOLLYWOOD PARK ELEM.",36,29,81,5,14,0,0,2,6,30,83,30,83,30,83,32,89,33,92,"Y",0.0555555555555556,"34674396034003","Sacramento","Sacramento City Unified","Hollywood Park Elementary","4915 Harte Way","Sacramento","95822-2110","CA","(916) 277-6290","Tenley","Luke","tenley-luke@scusd.edu"
"210",6034011,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","HUBERT H. BANCROFT ELEM.",66,61,92,4,6,0,0,1,2,63,95,63,95,63,95,65,98,65,98,"Y",0.0151515151515152,"34674396034011","Sacramento","Sacramento City Unified","Hubert H. Bancroft Elementary","2929 Belmar Street","Sacramento","95826-3604","CA","(916) 382-5940","Enrique","Flores","enrique-flores@scusd.edu"
"211",6034029,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","ISADOR COHEN ELEM.",37,34,92,3,8,0,0,0,0,35,95,35,95,35,95,37,100,36,97,"Y",0,"34674396034029","Sacramento","Sacramento City Unified","Isador Cohen Elementary","9025 Salmon Falls Drive","Sacramento","95826","CA","(916) 228-5840","Torie","England","torie-england@scusd.edu"
"212",6034037,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","JEDEDIAH SMITH ELEM.",46,43,93,3,7,0,0,0,0,43,93,44,96,44,96,45,98,46,100,"Y",0,"34674396034037","Sacramento","Sacramento City Unified","Leataata Floyd ELementary","401 McClatchy Way","Sacramento","95818-2806","CA","(916) 264-4175","William","Aydlett","billy-aydlett@scusd.edu"
"213",6034045,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","JOHN BIDWELL ELEM.",39,37,95,2,5,0,0,0,0,38,97,38,97,38,97,39,100,39,100,"Y",0,"34674396034045","Sacramento","Sacramento City Unified","John Bidwell Elementary","1730 65th Avenue","Sacramento","95822-4804","CA","(916) 433-5047","Charlotte","Chadwick","charloch@scusd.edu"
"214",6034052,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","JOHN CABRILLO ELEM.",54,45,83,8,15,0,0,1,2,45,83,45,83,45,83,53,98,51,94,"Y",0.0185185185185185,"34674396034052","Sacramento","Sacramento City Unified","John Cabrillo Elementary","1141 Seamas Avenue","Sacramento","95822-2442","CA","(916) 264-4171","Evelyn","Baffico","evelyn-baffico@scusd.edu"
"215",6034060,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","JOHN D. SLOAT ELEM.",22,22,100,0,0,0,0,0,0,22,100,22,100,22,100,22,100,22,100,"Y",0,"34674396034060","Sacramento","Sacramento City Unified","John D. Sloat Elementary","7525 Candlewood Way","Sacramento","95822-5116","CA","(916) 433-5051","Angela","Novotny","angela-novotny@scusd.edu"
"216",6034078,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","ALICE BIRNEY WALDORF METHOD SCHOOL",109,66,61,7,6,0,0,36,33,68,62,68,62,67,61,72,66,73,67,"Y",0.330275229357798,"34674396034078","Sacramento","Sacramento City Unified","Alice Birney Waldorf-Inspired","6251 13th Street","Sacramento","95831-1861","CA","(916) 433-5544","Mechelle","Horning","mechelle-horning@scusd.edu"
"217",6034094,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","JOSEPH BONNHEIM ELEM.",52,38,73,14,27,0,0,0,0,38,73,40,77,46,88,46,88,46,88,"Y",0,"34674396034094","Sacramento","Sacramento City Unified","Joseph Bonnheim Elementary","7300 Marin Avenue","Sacramento","95820-3551","CA","","","",""
"218",6034110,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","MAPLE ELEM.",31,21,68,10,32,0,0,0,0,24,77,24,77,27,87,28,90,28,90,"Y",0,"34674396034110","Sacramento","Sacramento City Unified","Maple Elementary","3301 37th Avenue","Sacramento","95824-2418","CA","","","",""
"219",6034128,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","MARK HOPKINS ELEM.",63,62,98,1,2,0,0,0,0,63,100,63,100,62,98,63,100,63,100,"Y",0,"34674396034128","Sacramento","Sacramento City Unified","Mark Hopkins Elementary","2221 Matson Drive","Sacramento","95822-5322","CA","","","",""
"220",6034136,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","MARK TWAIN ELEM.",51,47,92,4,8,0,0,0,0,48,94,48,94,47,92,51,100,51,100,"Y",0,"34674396034136","Sacramento","Sacramento City Unified","Mark Twain Elementary","4914 58th Street","Sacramento","95820-5608","CA","(916) 277-6670","Rosario","Guillen","rosario-guillen@scusd.edu"
"221",6034169,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","NICHOLAS ELEM.",109,99,91,10,9,0,0,0,0,101,93,102,94,102,94,106,97,106,97,"Y",0,"34674396034169","Sacramento","Sacramento City Unified","Nicholas Elementary","6601 Steiner Drive","Sacramento","95823-1429","CA","(916) 433-5076","Rachel","Lane","rachel-lane@scusd.edu"
"222",6034177,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","O. W. ERLEWINE ELEM.",45,38,84,7,16,0,0,0,0,38,84,38,84,39,87,44,98,43,96,"Y",0,"34674396034177","Sacramento","Sacramento City Unified","O. W. Erlewine Elementary","2441 Stansberry Way","Sacramento","95826-2120","CA","(916) 228-5870","Terry","Smith","terry-smith@scusd.edu"
"223",6034185,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","OAK RIDGE ELEM.",59,46,78,13,22,0,0,0,0,49,83,50,85,51,86,57,97,58,98,"Y",0,"34674396034185","Sacramento","Sacramento City Unified","Oak Ridge Elementary","4501 Martin Luther King Boulevard","Sacramento","95820-2731","CA","(916) 277-6679","Daniel","Rolleri","daniel-rolleri@scusd.edu"
"224",6034193,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","PACIFIC ELEM.",77,66,86,11,14,0,0,0,0,69,90,69,90,70,91,75,97,74,96,"Y",0,"34674396034193","Sacramento","Sacramento City Unified","Pacific Elementary","6201 41st Street","Sacramento","95824","CA","(916) 433-5089","Shana","Henry-Barton","shana-henry@scusd.edu"
"225",6034201,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","PARKWAY ELEM.",95,83,87,12,13,0,0,0,0,87,92,89,94,87,92,93,98,92,97,"Y",0,"34674396034201","Sacramento","Sacramento City Unified","Parkway Elementary","4720 Forest Parkway","Sacramento","95823","CA","(916) 433-5082","Kelli","Odipo","kelli-odipo@scusd.edu"
"226",6034219,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","PETER BURNETT ELEM.",64,54,84,10,16,0,0,0,0,57,89,57,89,59,92,59,92,62,97,"Y",0,"34674396034219","Sacramento","Sacramento City Unified","Peter Burnett Elementary","6032 36th Avenue","Sacramento","95824-3107","CA","(916) 277-6685","Manuel","Huezo","manuel-huezo@scusd.edu"
"227",6034235,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","PONY EXPRESS ELEM.",41,38,93,3,7,0,0,0,0,39,95,39,95,39,95,41,100,41,100,"Y",0,"34674396034235","Sacramento","Sacramento City Unified","Pony Express Elementary","1250 56th Avenue","Sacramento","95831-3149","CA","(916) 433-5350","Debra","Hetrick","debra-hetrick@scusd.edu"
"228",6034243,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","CROCKER/RIVERSIDE ELEM.",96,76,79,18,19,0,0,2,2,80,83,81,84,82,85,93,97,93,97,"Y",0.0208333333333333,"34674396034243","Sacramento","Sacramento City Unified","Crocker/Riverside Elementary","2970 Riverside Boulevard","Sacramento","95818-3763","CA","(916) 264-4183","Daniel","McCord","daniel-mccord@scusd.edu"
"229",6034250,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","SEQUOIA ELEM.",81,68,84,12,15,0,0,1,1,70,86,70,86,69,85,80,99,79,98,"Y",0.0123456790123457,"34674396034250","Sacramento","Sacramento City Unified","Sequoia Elementary","3333 Rosemont Drive","Sacramento","95826-4042","CA","(916) 228-5850","Cindy","Hollander","cindy-hollander@scusd.edu"
"230",6034276,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","SUTTERVILLE ELEM.",77,71,92,2,3,0,0,4,5,72,94,72,94,72,94,72,94,73,95,"Y",0.051948051948052,"34674396034276","Sacramento","Sacramento City Unified","Sutterville Elementary","4967 Monterey Way","Sacramento","95822-2618","CA","(916) 277-6693","Lori","Aoun","aounl@scusd.edu"
"231",6034284,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","TAHOE ELEM.",51,48,94,3,6,0,0,0,0,48,94,48,94,48,94,51,100,51,100,"Y",0,"34674396034284","Sacramento","Sacramento City Unified","Tahoe Elementary","3110 60th Street","Sacramento","95820-1833","CA","(916) 277-6360","Katie","Curry","katicu@scusd.edu"
"232",6034292,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","JUDAH (THEODORE) ELEM.",100,68,68,28,28,0,0,4,4,70,70,70,70,70,70,93,93,92,92,"Y",0.04,"34674396034292","Sacramento","Sacramento City Unified","Theodore Judah Elementary","3919 McKinley Boulevard","Sacramento","95819-2049","CA","(916) 277-6364","Corrie","Buckmaster-Celeste","corrie-buckmaster@scusd.edu"
"233",6034326,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","WILLIAM LAND ELEM.",54,43,80,11,20,0,0,0,0,44,81,45,83,45,83,53,98,53,98,"Y",0,"34674396034326","Sacramento","Sacramento City Unified","William Land Elementary","2120 12th Street","Sacramento","95818-1428","CA","(916) 264-4166","Ellen","Carlson","ellen-lee@scusd.edu"
"234",6034334,"SACRAMENTO","PUBLIC","SACRAMENTO CITY UNIFIED","SACRAMENTO","WOODBINE ELEM.",34,34,100,0,0,0,0,0,0,34,100,34,100,34,100,34,100,34,100,"Y",0,"34674396034334","Sacramento","Sacramento City Unified","Woodbine Elementary","2500 52nd Avenue","Sacramento","95822-4023","CA","(916) 433-5358","Jacquie","Bonini","jacquie-bonini@scusd.edu"
"235",6034367,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","CITRUS HEIGHTS","ARLINGTON HEIGHTS ELEM.",40,34,85,6,15,0,0,0,0,39,98,39,98,37,93,39,98,38,95,"Y",0,"34674476034367","Sacramento","San Juan Unified","Arlington Heights Elementary","6401 Trenton Way","Citrus Heights","95621-4821","CA","(916) 971-5234","Tanya","Reaves","tanya.reaves@sanjuan.edu"
"236",6034383,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","CARMICHAEL","CAMERON RANCH ELEM.",80,51,64,27,34,0,0,2,3,55,69,55,69,56,70,77,96,77,96,"Y",0.025,"34674476034383","Sacramento","San Juan Unified","Cameron Ranch Elementary","4333 Hackberry Lane","Carmichael","95608-1329","CA","(916) 575-2302","Mirna","Pelayo","mpelayo@sanjuan.edu"
"237",6034391,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","CARMICHAEL","CARMICHAEL ELEM.",61,42,69,17,28,0,0,2,3,45,74,44,72,46,75,58,95,58,95,"Y",0.0327868852459016,"34674476034391","Sacramento","San Juan Unified","Carmichael Elementary","6141 Sutter Avenue","Carmichael","95608-2799","CA","(916) 971-5727","Brandei","Smith","brandei.smith@sanjuan.edu"
"238",6034433,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","CITRUS HEIGHTS","CITRUS HEIGHTS ELEM.",67,46,69,18,27,3,4,0,0,48,72,50,75,51,76,61,91,63,94,"Y",0,"34674476034433","Sacramento","San Juan Unified","Citrus Heights Elementary","7085 Auburn Boulevard","Citrus Heights","95621-4351","CA","(916) 971-5230","Rafael","Martinez","rafael.martinez@sanjuan.edu"
"239",6034441,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","SACRAMENTO","COTTAGE ELEM.",59,37,63,19,32,0,0,3,5,40,68,40,68,40,68,54,92,53,90,"Y",0.0508474576271186,"34674476034441","Sacramento","San Juan Unified","Cottage Elementary","2221 Morse Avenue","Sacramento","95825-7829","CA","(916) 575-2306","Meredith","Ryan","mryan@sanjuan.edu"
"240",6034458,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","SACRAMENTO","COWAN JAMES R. ELEM.",61,59,97,1,2,0,0,1,2,60,98,60,98,59,97,60,98,60,98,"Y",0.0163934426229508,"34674476034458","Sacramento","San Juan Unified","James R. Cowan Fundamental Elementary","3350 Becerra Way","Sacramento","95821-3706","CA","(916) 575-2312","Mary","Decker","mary.decker@sanjuan.edu"
"241",6034466,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","CARMICHAEL","COYLE AVE. ELEM.",64,46,72,13,20,0,0,5,8,47,73,49,77,46,72,58,91,58,91,"Y",0.078125,"34674476034466","Sacramento","San Juan Unified","Coyle Avenue Elementary","6330 Coyle Avenue","Carmichael","95608-0439","CA","(916) 867-2012","Donna","Kenfield","dkenfield@sanjuan.edu"
"242",6034482,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","CARMICHAEL","DEL DAYO ELEM.",61,54,89,1,2,0,0,6,10,54,89,54,89,54,89,55,90,55,90,"Y",0.0983606557377049,"34674476034482","Sacramento","San Juan Unified","Del Dayo Elementary","1301 McClaren Drive","Carmichael","95608-6119","CA","(916) 575-2323","Thomas","Harp","tharp@sanjuan.edu"
"243",6034490,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","SACRAMENTO","DEL PASO MANOR ELEM.",61,47,77,12,20,0,0,2,3,49,80,49,80,49,80,59,97,58,95,"Y",0.0327868852459016,"34674476034490","Sacramento","San Juan Unified","Del Paso Manor Elementary","2700 Maryal Drive","Sacramento","95821-6621","CA","(916) 575-2330","Shana","Walters","shana.walters@sanjuan.edu"
"244",6034508,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","CARMICHAEL","DETERDING MARY ELEM.",62,43,69,18,29,0,0,1,2,47,76,49,79,49,79,58,94,60,97,"Y",0.0161290322580645,"34674476034508","Sacramento","San Juan Unified","Mary Deterding Elementary","6000 Stanley Avenue","Carmichael","95608-4032","CA","(916) 575-2338","Timmi","Elcock","telcock@sanjuan.edu"
"245",6034516,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","FAIR OAKS","DEWEY (HARRY) ELEM.",71,60,85,10,14,0,0,1,1,65,92,65,92,63,89,69,97,69,97,"Y",0.0140845070422535,"34674476034516","Sacramento","San Juan Unified","Harry Dewey Fundamental Elementary","7025 Falcon Road","Fair Oaks","95628-4515","CA","(916) 867-2020","Holly","Cybulski","hcybulski@sanjuan.edu"
"246",6034524,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","SACRAMENTO","DYER-KELLY ELEM.",92,53,58,38,41,0,0,1,1,54,59,57,62,59,64,83,90,86,93,"Y",0.0108695652173913,"34674476034524","Sacramento","San Juan Unified","Dyer-Kelly Elementary","2236 Edison Avenue","Sacramento","95821-1607","CA","(916) 566-2150","Edwin","Manson","edwin.manson@sanjuan.edu"
"247",6034540,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","SACRAMENTO","EDISON THOMAS ELEM.",101,65,64,33,33,0,0,3,3,68,67,70,69,70,69,91,90,94,93,"Y",0.0297029702970297,"34674476034540","Sacramento","San Juan Unified","Thomas Edison Language Institute","2950 Hurley Way","Sacramento","95864-3760","CA","(916) 575-2342","Todd","Lindeman","tlindeman@sanjuan.edu"
"248",6034573,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","CITRUS HEIGHTS","GRAND OAKS ELEM.",33,26,79,7,21,0,0,0,0,26,79,27,82,29,88,31,94,33,100,"Y",0,"34674476034573","Sacramento","San Juan Unified","Grand Oaks Elementary","7901 Rosswood Drive","Citrus Heights","95621-1246","CA","(916) 971-5208","Phyllis","Caesar","pcaesar@sanjuan.edu"
"249",6034581,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","ORANGEVALE","GREEN OAKS FUND. DEVELOPMENTAL",61,55,90,4,7,0,0,2,3,56,92,55,90,55,90,58,95,58,95,"Y",0.0327868852459016,"34674476034581","Sacramento","San Juan Unified","Green Oaks Fundamental Elementary","7145 Filbert Avenue","Orangevale","95662-2716","CA","(916) 986-2209","Rob","Reynolds","rob.reynolds@sanjuan.edu"
"250",6034599,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","SACRAMENTO","GREER ELEM.",94,76,81,17,18,0,0,1,1,78,83,82,87,79,84,91,97,91,97,"Y",0.0106382978723404,"34674476034599","Sacramento","San Juan Unified","Greer Elementary","2301 Hurley Way","Sacramento","95825-3516","CA","(916) 566-2157","Michelle","Ramirez","michelle.ramirez@sanjuan.edu"
"251",6034623,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","SACRAMENTO","HOWE AVE. ELEM.",109,95,87,14,13,0,0,0,0,99,91,100,92,99,91,106,97,107,98,"Y",0,"34674476034623","Sacramento","San Juan Unified","Howe Avenue Elementary","2404 Howe Avenue","Sacramento","95825-0132","CA","(916) 566-2165","Yvonne","Wright","yvonne.wright@sanjuan.edu"
"252",6034631,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","CARMICHAEL","KELLY THOMAS ELEM.",78,50,64,27,35,0,0,1,1,55,71,55,71,51,65,76,97,76,97,"Y",0.0128205128205128,"34674476034631","Sacramento","San Juan Unified","Thomas Kelly Elementary","6301 Moraga Drive","Carmichael","95608-1128","CA","(916) 867-2041","Melissa","Bassanelli","mbassanelli@sanjuan.edu"
"253",6034656,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","CITRUS HEIGHTS","KINGSWOOD ELEM.",84,63,75,21,25,0,0,0,0,68,81,68,81,69,82,84,100,83,99,"Y",0,"34674476034656","Sacramento","San Juan Unified","Kingswood Elementary","5700 Primrose Drive","Citrus Heights","95610-7543","CA","(916) 867-2046","Alicia","Ausara","alicia.ausara@sanjuan.edu"
"254",6034672,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","FAIR OAKS","LEGETTE ELEM.",62,55,89,3,5,0,0,4,6,55,89,55,89,55,89,58,94,57,92,"Y",0.0645161290322581,"34674476034672","Sacramento","San Juan Unified","Earl Legette Elementary","4623 Kenneth Avenue","Fair Oaks","95628-6242","CA","(916) 867-2054","Nancy","Miller","nancy.miller@sanjuan.edu"
"255",6034680,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","CITRUS HEIGHTS","LICHEN ELEM.",92,85,92,7,8,0,0,0,0,87,95,85,92,86,93,91,99,90,98,"Y",0,"34674476034680","Sacramento","San Juan Unified","Lichen K-8","8319 Lichen Drive","Citrus Heights","95621-1123","CA","(916) 971-5237","Alicia","Legarda","alicia.legarda@sanjuan.edu"
"256",6034706,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","SACRAMENTO","MARIEMONT ELEM.",105,98,93,4,4,1,1,2,2,98,93,98,93,99,94,101,96,102,97,"Y",0.019047619047619,"34674476034706","Sacramento","San Juan Unified","Mariemont Elementary","1401 Corta Way","Sacramento","95864-3055","CA","(916) 575-2360","Elizabeth","Wahl","ewahl@sanjuan.edu"
"257",6034714,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","CITRUS HEIGHTS","MARIPOSA AVENUE ELEM.",74,58,78,16,22,0,0,0,0,60,81,61,82,59,80,71,96,73,99,"Y",0,"34674476034714","Sacramento","San Juan Unified","Mariposa Avenue Elementary","7940 Mariposa Avenue","Citrus Heights","95610-1513","CA","(916) 971-5212","Candice","Flint","candice.flint@sanjuan.edu"
"258",6034730,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","CARMICHAEL","MISSION AVENUE ELEM.",58,46,79,10,17,0,0,2,3,47,81,47,81,47,81,54,93,55,95,"Y",0.0344827586206897,"34674476034730","Sacramento","San Juan Unified","Mission Avenue Open Elementary","2925 Mission Avenue","Carmichael","95608-3511","CA","(916) 575-2362","Amberlee","Townsend-Snider","atownsend@sanjuan.edu"
"259",6034755,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","FAIR OAKS","NORTHRIDGE ELEM.",61,42,69,18,30,1,2,0,0,46,75,46,75,47,77,60,98,60,98,"Y",0,"34674476034755","Sacramento","San Juan Unified","Northridge Elementary","5150 Cocoa Palm Way","Fair Oaks","95628-3798","CA","(916) 867-2066","Michele","Flagler","mflagler@sanjuan.edu"
"260",6034771,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","ORANGEVALE","OAKVIEW COMMUNITY",65,49,75,16,25,0,0,0,0,50,77,49,75,52,80,62,95,63,97,"Y",0,"34674476034771","Sacramento","San Juan Unified","Oakview Community Elementary","7229 Beech Avenue","Orangevale","95662-2420","CA","(916) 986-2215","Richard","Sullivan","richard.sullivan@sanjuan.edu"
"261",6034797,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","FAIR OAKS","ORANGEVALE ELEM.",62,60,97,0,0,0,0,2,3,60,97,60,97,60,97,60,97,60,97,"Y",0.032258064516129,"34674476034797","Sacramento","San Juan Unified","Orangevale Open K-8","5630 Illinois Avenue","Fair Oaks","95628","CA","(916) 867-2067","Carol","Stephens-Klipp","carol.stephens-klipp@sanjuan.edu"
"262",6034813,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","SACRAMENTO","PASADENA AVE. ELEM.",60,54,90,5,8,0,0,1,2,55,92,57,95,54,90,58,97,59,98,"Y",0.0166666666666667,"34674476034813","Sacramento","San Juan Unified","Pasadena Avenue Elementary","4330 Pasadena Avenue","Sacramento","95821-2919","CA","(916) 575-2373","Teresa","Cummings","teresa.cummings@sanjuan.edu"
"263",6034839,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","CARMICHAEL","CHARLES PECK ELEMENTARY",64,36,56,27,42,0,0,1,2,47,73,48,75,48,75,60,94,62,97,"Y",0.015625,"34674476034839","Sacramento","San Juan Unified","Charles Peck Elementary","6230 Rutland Drive","Carmichael","95608-0721","CA","(916) 867-2071","Ramon","Livingston","ramon.livingston@sanjuan.edu"
"264",6034847,"SACRAMENTO","PUBLIC","SAN JUAN UNIFIED","ORANGEVALE","PERSHING ELEM.",62,42,68,19,31,0,0,1,2,45,73,48,77,43,69,61,98,59,95,"Y",0.0161290322580645,"34674476034847","Sacramento","San Juan Unified","Pershing Elementary","9010 Pershing Avenue","Orangevale","95662-4739","CA","(916) 867-2076","Brooke","Thomas","bthomas@sanjuan.edu"
