CDSCode,StatusType,County,District,School,Street,City,Zip,State,Phone,Ext,Website,Latitude,Longitude,AdmFName1,AdmLName1,AdmEmail1
39767600106484,Active,San Joaquin,Lammersville Joint Unified,Wicklund Elementary,300 East Legacy Drive,Mountain House,95391,CA,(209) 836-7200,,www.lammersvilleschooldistrict.net,,,Chantel,Tarver,ctarver@sjcoe.net
04100410106492,Closed,Butte,Butte County Office of Education,South County Community,"205 Mira Loma Drive, Suite 20",Oroville,95965,CA,,,www.bcoe.org,,,,,
04100410106500,Closed,Butte,Butte County Office of Education,North County Community,"2491 Carmichael Drive, Suite 500",Chico,95928,CA,,,www.bcoe.org,,,,,
24102490106518,Active,Merced,Merced County Office of Education,Merced Scholars Charter,808 West 16Th Street,Merced,95340,CA,(209) 381-5165,,www.mercedscholars.org,37.302033,-120.48937,Lori,Gattuso,lgattuso@mcoe.org
33672150106526,Closed,Riverside,Riverside Unified,Gateway to College Early College High,4800 Magnolia Avenue,Riverside,92506-1299,CA,,,,33.971333,-117.38474,,,
37683380106609,Closed,San Diego,San Diego Unified,P.R.I.D.E. Charter High,5825 Imperial Avenue,San Diego,92114,CA,,,,,,,,
57726940106617,Closed,Yolo,Washington Unified,Merkley Youth Academy,1541 Merkley Avenue,West Sacramento,95691,CA,,,www.wusd.k12.ca.us,,,,,
57726780106708,Closed,Yolo,Davis Joint Unified,Leonardo DaVinci High,1602 Oak Avenue,Davis,95616,CA,,,www.djusd.k12.ca.us,38.558295,-121.75222,,,
43104390106534,Active,Santa Clara,Santa Clara County Office of Education,Bullis Charter,102 West Portola Avenue,Los Altos,94022-1210,CA,(650) 947-4939,,www.bullischarterschool.com,37.395815,-122.11646,Wanny,Hersey,whersey@bullischarterschool.com
01612590106542,Active,Alameda,Oakland Unified,Community Day,4917 Mountain Boulevard,Oakland,94619,CA,(510) 531-6800,,,37.788448,-122.17800,Mekael,Johnson,mekael.johnson@ousd.k12.ca.us
01612590106559,Active,Alameda,Oakland Unified,Oakland Community Day Middle,4917 Mountain Boulevard,Oakland,94619,CA,(510) 531-6800,,,37.788448,-122.17800,Mekael,Johnson,mekael.johnson@ousd.k12.ca.us
30666700106567,Active,Orange,Santa Ana Unified,Nova Academy,1010 W. 17th Street,Santa Ana,92706,CA,(714) 569-0948,,www.nova-academy.org,33.748717,-117.90373,Erin,Craig,erin-craig@nova-academy.org
15634040106575,Active,Kern,Delano Union Elementary,Harvest Elementary,1320 Vassar Avenue,Delano,93215-3872,CA,(661) 720-2725,,www.duesd.org/schools/harvestes/,35.774282,-119.22753,Christine,Chapman,cchapman@duesd.org
07616480106583,Active,Contra Costa,Antioch Unified,Carmen Dragon Elementary,4721 Vista Grande Drive,Antioch,94531-8619,CA,(925) 776-4760,,,37.968302,-121.75269,Scott,Bergerhouse,scottbergerhouse@antioch.k12.ca.us
19648810106591,Closed,Los Angeles,Pasadena Unified,Nia Educational Charter,119 West Palm Street,Altadena,91001,CA,,,niacharterschool.com,34.197987,-118.14855,,,
08100820106625,Active,Del Norte,Del Norte County Office of Education,Elk Creek,1115 Williams Drive,Crescent City,95531,CA,(707) 464-0750,,www.delnorte.k12.ca.us,41.764731,-124.19161,Tony,Fabricus,tfabricus@delnorte.k12.ca.us
43693690106633,Active,Santa Clara,Alum Rock Union Elementary,KIPP Heartwood Academy,1250 South King Road,San Jose,95122-2146,CA,(408) 926-5477,,www.kippbayarea.org/schools/heartwood,37.338258,-121.84004,Judy,Tang,judy.tang@kippheartwood.org
37683380106658,Closed,San Diego,San Diego Unified,Southern California Connections Academy,26440 Via California,Capistrano Beach,92624-1233,CA,,,www.socca.edu,,,,,
08100820106666,Active,Del Norte,Del Norte County Office of Education,Bar-O,15005 Highway 199,Gasquet,95543,CA,(707) 954-5601,,www.delnorte.k12.ca.us,41.982864,-123.71890,Tony,Fabricus,tfabricus@delnorte.k12.ca.us
10621660106682,Closed,Fresno,Fresno Unified,KIPP Academy Fresno,2445 West Dakota Avenue,Fresno,93705-2611,CA,,,www.kipp.org/www.kippfresno.org,36.786119,-119.83966,,,
15634610106690,Active,Kern,Fairfax Elementary,Shirley Lane Elementary,6714 Shirley Lane,Bakersfield,93307,CA,(661) 363-7684,,,35.344389,-118.92950,Cindy,Castro,ccastro@fairfax.k12.ca.us
37683380106732,Active,San Diego,San Diego Unified,High Tech High International,2855 Farragut Road,San Diego,92106-6029,CA,(619) 398-4900,,www.hightechhigh.org/schools/hthi,32.728747,-117.22068,Colleen,Green,cgreen@hightechhigh.org
10621660106740,Active,Fresno,Fresno Unified,Valley Preparatory Academy Charter,4221 North Hughes,Fresno,93705-1611,CA,(559) 225-7737,,www.valleyprep.com,36.794402,-119.83602,Shelly,Melton,shelly.melton@valleyprep.com
34673300106757,Active,Sacramento,Folsom-Cordova Unified,Folsom Cordova K-8 Community Charter,715 Riley Street,Folsom,95630,CA,(916) 985-2239,,www.fcusd.org,38.677915,-121.16345,Wayne,Edney,wedney@fcusd.org
30664640106765,Active,Orange,Capistrano Unified,Capistrano Connections Academy Charter,"26800 Aliso Viejo Parkway, Suite 120",Aliso Viejo,92656-2625,CA,(949) 461-1667,,www.connectionsacademy.com/capoca,33.458394,-117.59087,Richard,Savage,rsavage@connectionseducation.com
34103480106773,Closed,Sacramento,Sacramento County Office of Education,Northern California Poly Technical Academy,8100 Demetre Avenue,Sacramento,95828-0918,CA,,,www.ncpolytech.org,,,,,
37683380106799,Active,San Diego,San Diego Unified,Learning Choice Academy,"4215 Spring Street, Suite 321",La Mesa,91941,CA,(619) 463-6801,,www.learningchoice.org,32.912083,-117.11135,Debi,Gooding,dgooding@learningchoice.org
31669440106807,Active,Placer,Tahoe-Truckee Unified,Alder Creek Middle,10931 Alder Drive,Truckee,96161,CA,(530) 582-2750,,www.ttusd.org,39.345355,-120.17330,Susan,Phebus,sphebus@ttusd.org
10622650106815,Active,Fresno,Kings Canyon Joint Unified,Thomas Law Reed Elementary,1400 North Frankwood Avenue,Reedley,93654,CA,(559) 305-7300,,www.kcusd.com,36.608663,-119.44861,Sheila,Wiebe,wiebe-s@kcusd.com
43696660106823,Active,Santa Clara,San Jose Unified,Lincoln Plus High,1999 Olive Street,San Jose,95126,CA,(408) 292-3794,,,37.325330,-121.92676,Dane,Caldwell-Holden,dane_caldwell-holden@sjusd.org
19647330106831,Active,Los Angeles,Los Angeles Unified,Animo Venice Charter High,820 Broadway Street,Venice,90291,CA,(310) 392-8751,,www.greendot.org,33.997102,-118.46359,Andrea,Steffan,andrea.steffan@animo.org
19647330106856,Closed,Los Angeles,Los Angeles Unified,Southern California School of Arts and Sciences,10513 Vermont Ave,Los Angeles,90044,CA,,,,,,,,
19647330106864,Active,Los Angeles,Los Angeles Unified,Alliance Gertz-Ressler Richard Merkin 6-12 Complex,2023 South Union Avenue,Los Angeles,90007-1326,CA,(213) 745-8141,,www.laalliance.org,34.036487,-118.28304,James,Waller,jwaller@laalliance.org
19101990106880,Active,Los Angeles,Los Angeles County Office of Education,Jardin de la Infancia,307 East Seventh Street,Los Angeles,90014-2209,CA,(213) 614-1745,,,,,Alice,Callaghan,lasfamilias@earthlink.net
34674390106898,Active,Sacramento,Sacramento City Unified,The Language Academy of Sacramento,2850 49th Street,Sacramento,95817,CA,(916) 277-7137,,www.language-academy-sac.com,38.533667,-121.45448,Eduardo,De Leon,eduardo-deleon@sac-city.k12.ca.us
19647330106914,Active,Los Angeles,Los Angeles Unified,Bellingham Elementary,6728 Bellingham Avenue,North Hollywood,91606,CA,(818) 759-0119,,,34.192771,-118.39866,Adrianne,Kirman,akirman@lausd.net
19647330106922,Active,Los Angeles,Los Angeles Unified,Maple Primary Center,3601 South Maple Avenue,Los Angeles,90011,CA,(323) 232-0984,,,34.015443,-118.27075,Sharyn,Clark,sclark1@lausd.net
19647330106930,Active,Los Angeles,Los Angeles Unified,Stanford Primary Center,3020 Kansas Avenue,South Gate,90280,CA,(323) 563-9208,,,33.948762,-118.21830,Romero,Gogue,romero.gogue@lausd.net
19647330106948,Active,Los Angeles,Los Angeles Unified,Charles White Elementary,2401 Wilshire Boulevard,Los Angeles,90057,CA,(213) 487-9172,,,34.060409,-118.27960,Irene,Worrell,isw4408@lausd.net
19647330106955,Active,Los Angeles,Los Angeles Unified,Harmony Elementary,899 East 42nd Street,Los Angeles,90011,CA,(323) 238-0791,,www.harmonyes.com,34.007551,-118.25985,Sylvia,Salazar,sxs9198@lausd.net
19647330106963,Closed,Los Angeles,Los Angeles Unified,Manual Arts New Elementary School #1,3737 South Figueroa Street,Los Angeles,90037,CA,,,,,,,,
19647330106971,Active,Los Angeles,Los Angeles Unified,Vista Middle,15040 Roscoe Boulevard,Panorama City,91402,CA,(818) 901-2727,,www.vistamiddle.org,34.221436,-118.46051,Lupe,Sonnie,lls0661@lausd.net
19647330106989,Active,Los Angeles,Los Angeles Unified,Southeast Middle,2560 Tweedy Boulevard,South Gate,90280,CA,(323) 568-3100,,www.southeastms.org,33.945593,-118.22584,Wanda,Sequeira,wanda.sequeira@lausd.net
19647330106997,Active,Los Angeles,Los Angeles Unified,Orthopaedic Hospital,300 West 23rd Street,Los Angeles,90007,CA,(213) 765-2088,,www.lausd.net/ohmm_hs,34.029057,-118.27061,Erick,Mata,erick.mata@lausd.net
19647330107003,Active,Los Angeles,Los Angeles Unified,Northridge Academy High,9601 Zelzah Avenue,Northridge,91325,CA,(818) 700-2222,,www.lausd.net/northridge_academy_hs/,34.244989,-118.52330,Nidia,Castro,ncalles@lausd.net
19647330107011,Active,Los Angeles,Los Angeles Unified,International Studies Learning Center at Legacy High School Complex,5225 Tweedy Boulevard,South Gate,90280,CA,(323) 357-7521,,www.lausd.net/international_studies_lc,33.942413,-118.22535,Guillermina,Jauregui,gjauregu@lausd.net
37683380107029,Active,San Diego,San Diego Unified,San Diego International Studies,1405 Park Boulevard,San Diego,92101,CA,(619) 525-7464,,http://is.sdhs.sandi.net,32.719475,-117.15366,Carmen,Garcia,carmengarcia@sandi.net
37683380107045,Closed,San Diego,San Diego Unified,San Diego Communication,"1405 Park Boulevard, Room 907",San Diego,92101,CA,,,http://web.me.com/socomm/site/media_center.html,32.719475,-117.15366,,,
37683380107052,Active,San Diego,San Diego Unified,San Diego Business,1405 Park Boulevard,San Diego,92101,CA,(619) 525-7461,,http://biz.sdhs.sandi.net,32.719475,-117.15366,Gretchen,Roads,grhoads@sandi.net
37683380107060,Active,San Diego,San Diego Unified,San Diego MVP Arts,1405 Park Boulevard,San Diego,92101-4722,CA,(619) 525-7457,,http://arts.sdhs.sandi.net,32.719475,-117.15366,Christina,Casillas,ccasillas2@sandi.net
37684370107540,Closed,San Diego,Vallecitos Elementary,The New School,127 West Elder,Fallbrook,92028,CA,,,,,,,,
28662666119416,Closed,Napa,Napa Valley Unified,Steps to Success,3580 Beckworth Drive,Napa,94558,CA,,,,,,,,
17640220107706,Active,Lake,Konocti Unified,Blue Heron,15850 Dam Road,Clearlake,95422,CA,(707) 994-3826,,,38.910344,-122.60752,James,Burger,james.burger@konoctiusd.org
37683380107086,Active,San Diego,San Diego Unified,Kearny SCT,7651 Wellington Way,San Diego,92111,CA,(858) 496-8370,,www.sandi.net,32.799604,-117.16221,Ana,Diaz-Booz,adiaz@sandi.net
37683380107094,Active,San Diego,San Diego Unified,Kearny International Business,7651 Wellington Way,San Diego,92111,CA,(858) 496-8370,,www.sandi.net,32.799604,-117.16221,Ana,Diaz-Booz,adiaz@sandi.net
12626870107110,Active,Humboldt,Northern Humboldt Union High,Six Rivers Charter High,1720 M Street,Arcata,95521,CA,(707) 825-2428,,https://srchs-nhuhsd-ca.schoolloop.com/,40.875694,-124.08994,Nic,Collart,ncollart@nohum.k12.ca.us
50710430107128,Active,Stanislaus,Ceres Unified,Whitmore Charter School of Art & Technology,3435 Don Pedro Road,Ceres,95307,CA,(209) 556-1610,,www.ceres.k12.ca.us,37.583892,-120.93328,David,Viss,dviss@ceres.k12.ca.us
50710430107136,Active,Stanislaus,Ceres Unified,Whitmore Charter High,3435 Don Pedro Road,Ceres,95307,CA,(209) 556-1617,,www.ceres.k12.ca.us/wcs,37.583892,-120.93328,David,Viss,dviss@ceres.k12.ca.us
58727440107144,Closed,Yuba,Plumas Lake Elementary,Plumas Lake Charter,2743 Plumas School Road,Plumas Lake,95961,CA,,,www.plusd.org,39.025746,-121.51981,,,
43694270107151,Active,Santa Clara,East Side Union High,"Escuela Popular/Center for Training and Careers, Family Learning",149 North White Road,San Jose,95127-1612,CA,(408) 275-7191,,www.escuelapopular.org,37.378514,-121.83825,Patricia,Requerin,patricia@escuelapopular.org
01612590107169,Closed,Alameda,Oakland Unified,Oasis High,285 17th Street,Oakland,94612-4123,CA,,,www.oaklandoasis.org,37.805170,-122.26573,,,
37683380107177,Active,San Diego,San Diego Unified,Crawford High,4191 Colts Way,San Diego,92115,CA,(619) 583-2500,,www.sandi.net/crawford/,32.752147,-117.07598,Ana,Alvarez,aalvarez2@sandi.net
37683380107185,Closed,San Diego,San Diego Unified,Crawford CHAMPS,4191 Colts Way,San Diego,92115,CA,,,www.sandi.net/hsrenewal/sm_schools_champs.html,32.752147,-117.07598,,,
37683380107193,Closed,San Diego,San Diego Unified,Crawford Law and Business,4191 Colts Way,San Diego,92115-6023,CA,,,www.sandi.net/crawford/,32.752147,-117.07598,,,
37683380107201,Closed,San Diego,San Diego Unified,Crawford IDEA,4191 Colts Way,San Diego,92115,CA,,,www.sandi.net/idea,32.752147,-117.07598,,,
37683380107219,Active,San Diego,San Diego Unified,San Diego Science and Technology,1405 Park Boulevard,San Diego,92101-4722,CA,(619) 525-7459,,http://sandi.net/sdhsscitech/,32.719475,-117.15366,Dianne,Cordero,dcordero@sandi.net
09618380107227,Active,El Dorado,Buckeye Union Elementary,Charter Montessori Blue Oak Campus,2391 Merrychase Drive,Cameron Park,95682,CA,(530) 676-0164,,www.buckeyeusd.org,38.658634,-121.00720,David,Roth,droth@buckeyeusd.org
19763310107235,Closed,Los Angeles,SBE - Academy of Culture and Technology (ACT),Academy of Culture and Technology,1041 South White Avenue,Pomona,91766,CA,,,,,,,,
27660500107292,Active,Monterey,King City Union,King City Arts Magnet,415 Pearl Street,King City,93930,CA,(831) 385-5473,,,36.210302,-121.12649,Brad,Smith,bsmith2@kcusd.org
01612590107417,Closed,Alameda,Oakland Unified,Leadership Preparatory High,8601 MacArthur Boulevard,Oakland,94605-4037,CA,,,,37.758870,-122.16250,,,
36676110107474,Closed,San Bernardino,Barstow Unified,Barstow Intermediate,500 South Avenue G,Barstow,92311,CA,,,,34.891446,-117.04375,,,
45699550107243,Closed,Shasta,Cottonwood Union Elementary,Cottonwood Community Day,20512 West First Street,Cottonwood,96022,CA,,,,40.385748,-122.27650,,,
23738660107250,Active,Mendocino,Potter Valley Community Unified,Potter Valley Junior High,10401 Main Street,Potter Valley,95469,CA,(707) 743-1142,,,39.321763,-123.12360,Froylan,Mendoza,fmendoza@mcoe.us
53105380107268,Active,Trinity,Trinity County Office of Education,Trinity County Home,201 Memorial Drive,Weaverville,96093,CA,(530) 623-2861,,www.tcoek12.org,40.738104,-122.95033,Sarah,Supahan,ssupahan@tcoek12.org
01612590107276,Closed,Alameda,Oakland Unified,Explore Middle,3550 64th Avenue,Oakland,94605-1802,CA,,,www.nsdg.net/explore,37.775713,-122.17750,,,
49707970107284,Active,Sonoma,Liberty Elementary,California Virtual Academy @ Sonoma,"2360 Shasta Way, Unit A",Simi Valley,93065,CA,(805) 581-0202,,www.caliva.org,38.281978,-122.70748,Katrina,Abston,kabston@k12.com
51714640107318,Active,Sutter,Yuba City Unified,Twin Rivers Charter,840 Cooper Avenue,Yuba City,95991-3849,CA,(530) 755-2872,,www.twinriverscharterschool.org,39.138038,-121.62361,Bob,Loretelli,bloretelli@twinrcs.org
07100740107326,Active,Contra Costa,Contra Costa County Office of Education,Far East County Programs,850 Second Street,Brentwood,94513-1132,CA,(925) 634-0511,,www.cocoschools.org/fareastcounty,37.934880,-121.69513,Launi,Holland,lholland@cccoe.k12.ca.us
07100740107334,Active,Contra Costa,Contra Costa County Office of Education,Central County Special Education Programs,2964 Miranda Avenue,Alamo,94507,CA,(925) 837-6007,,www.cocoschools.org/mauzy,37.857887,-122.01993,Claudia,Ronaldson,cronaldson@cccoe.k12.ca.us
07100740107342,Active,Contra Costa,Contra Costa County Office of Education,East County Elementary Special Education,4207 Delta Fair Boulevard,Antioch,94509,CA,(925) 777-2000,,www.cocoschools.org,38.002434,-121.85100,Tom,Scruggs,tscruggs@cccoe.k12.ca.us
33670820107359,Active,Riverside,Hemet Unified,Hamilton Elementary,57550 Mitchell Road,Anza,92539-9287,CA,(951) 763-1840,,,33.569853,-116.65652,Carol,Robilotta,crobilotta@hemetusd.k12.ca.us
50711340107367,Closed,Stanislaus,Keyes Union,The California Charter School in the Valley,5709 Ninth Street,Keyes,95382,CA,,,www.thecaliforniacharterschool.org,,,,,
58727440107375,Active,Yuba,Plumas Lake Elementary,Rio Del Oro Elementary,1220 Zanes Drive,Plumas Lake,95961,CA,(530) 749-0690,,www.plusd.org,39.011333,-121.55429,Jim,Walters,jwalters@plusd.org
34674130107383,Active,Sacramento,River Delta Joint Unified,River Delta Community Day,160 Courtland High School Lane,Courtland,95615,CA,(916) 775-9160,,,38.329985,-121.56886,David,Nelson,dnelson@riverdelta.k12.ca.us
27661910107391,Active,Monterey,Santa Rita Union Elementary,New Republic Elementary,636 Arcadia Way,Salinas,93906,CA,(831) 443-7246,,www.santaritaschools.org,36.713964,-121.62687,Dannette,Bryson,dbryson@santaritaschools.org
10623640107409,Active,Fresno,Parlier Unified,S Ben Benavidez Elementary,13900 Tuolumne Street,Parlier,93648,CA,(559) 646-2963,,http://bes.parlierunified.org/,36.608633,-119.53985,Alan,Macedo,alan.macedo@parlierunified.org
36675870107425,Active,San Bernardino,Adelanto Elementary,George Visual and Performing Arts Magnet and Middle,10650 Bartlett Avenue,Adelanto,92301-2122,CA,(760) 246-8231,,www.aesd.net,34.575417,-117.36521,Ed,Young,ed_young@aesd.net
36675870107433,Active,San Bernardino,Adelanto Elementary,"Columbia International Science, Math & Technology Magnet",14409 Aster Street,Adelanto,92301-3451,CA,(760) 530-1950,,,34.511086,-117.43470,Mike,McGirr,mike_mcgirr@aesd.net
36675870107441,Active,San Bernardino,Adelanto Elementary,Theodore Vick Elementary,10575 Seneca,Adelanto,92301-4221,CA,(760) 530-1750,,www.aesd.net,34.513470,-117.43334,Rachel,Jauss,rachel_jauss@aesd.net
19647250107458,Active,Los Angeles,Long Beach Unified,Chavez Elementary,730 West Third Street,Long Beach,90802,CA,(562) 590-0904,,www.lbusd.k12.ca.us,33.770252,-118.18293,Kimberly,Weber,kmweber@lbschools.net
37683380107482,Active,San Diego,San Diego Unified,San Diego Metro Career and Tech,"7250 Mesa College Drive, Room L-501",San Diego,92111,CA,(858) 388-2299,,www.sandi.net/met,32.805621,-117.17493,Mildred,Phillips,mphillips@sandi.net
43694270107490,Closed,Santa Clara,East Side Union High,California Youth Outreach Academy,2055 Alum Rock Avenue,San Jose,95116,CA,,,,,,,,
19647090107508,Active,Los Angeles,Lennox,Century Community Charter,901 South Maple Street,Inglewood,90301-3823,CA,(310) 412-2286,,www.centurycommunitycharter.weebly.com,33.952200,-118.35410,Dana,Means,dmeans@centurycharter.org
36750440107516,Active,San Bernardino,Hesperia Unified,Summit Leadership Academy-High Desert,12850 Muscatel Street,Hesperia,92345,CA,(760) 949-9202,,www.slahd.com,34.412813,-117.38262,Shannon,Brandner,shannon.brandner@hesperiausd.org
37735510107557,Active,San Diego,Carlsbad Unified,Calavera Hills Middle,4104 Tamarack Avenue,Carlsbad,92008,CA,(760) 331-6400,,www.calaverahillscoyotes.com,33.172385,-117.29083,Michael,Ecker,
41688820107565,Closed,San Mateo,Burlingame Elementary,California Virtual Academy @ San Mateo,"2360 Shasta Way, Unit B",Simi Valley,93065,CA,,,www.caliva.org,,,,,
37683380107573,Active,San Diego,San Diego Unified,High Tech Middle Media Arts,"2230 Truxtun Road, Second Floor",San Diego,92106,CA,(619) 398-8640,,www.hightechhigh.org/schools/htmma,32.734754,-117.21973,Steven,Elizondo,selizondo@hightechhigh.org
34674390107599,Closed,Sacramento,Sacramento City Unified,Learning Repertoire Charter Academy,7405 Greenhaven Drive,Sacramento,95831,CA,,,,,,,,
55724130107607,Active,Tuolumne,Summerville Union High,Sierra Community Day,17555 Tuolumne Road,Tuolumne,95379-9701,CA,(209) 928-4228,,www.summbears.k12.ca.us,37.964699,-120.24443,David,Johnstone,djohnstone@summbears.k12.ca.us
10623640107623,Closed,Fresno,Parlier Unified,Crescent View Charter High,"3502 Blackstone, Suite 151",Fresno,93726-5309,CA,,,www.cvchs.org,36.782314,-119.79041,,,
33670820107631,Active,Riverside,Hemet Unified,Family Tree Learning Center,258 North Thompson St,Hemet,92543,CA,(951) 925-2324,,,33.750416,-116.96514,Tara,O'Malley,tomalley@hemetusd.k12.ca.us
54722490107649,Active,Tulare,Tulare Joint Union High,Countryside Community Day,1084 South Pratt Street,Tulare,93274,CA,(559) 687-7384,,,36.196239,-119.35774,Steve,Ramirez,steve.ramirez@tulare.k12.ca.us
07617966119515,Active,Contra Costa,West Contra Costa Unified,Hercules Middle,1900 Refugio Valley Road,Hercules,94547-1554,CA,(510) 231-1429,,,37.999763,-122.25196,Jen,Bender,jbender@wccusd.net
43696416118707,Active,Santa Clara,Palo Alto Unified,Terman Middle,655 Arastradero Road,Palo Alto,94306,CA,(650) 856-9810,,,37.404654,-122.12729,Pier Angeli,LaPlace,plaplace@pausd.org
54768366118913,Active,Tulare,Exeter Unified,Exeter Union Community Day,313 Sequoia Drive,Exeter,93221,CA,(559) 592-4120,,http://exeter.k12.ca.us/khs/,,,Darin,Pace,dpace@exeter.k12.ca.us
58727516118806,Active,Yuba,Wheatland,Wheatland Charter Academy,123 Beale Highway,Beale AFB,95903,CA,(530) 788-0248,,www.wheatland.k12.ca.us,39.102475,-121.33536,Jodie,Jacklett,jjacklett@wheatland.k12.ca.us
36677100107656,Closed,San Bernardino,Fontana Unified,School of Language Development,9548 Citrus Avenue,Fontana,92335,CA,,,www.fusd.net,34.080302,-117.45487,,,
49707060107664,Closed,Sonoma,Geyserville Unified,Geyserville Community Day,1300 Moody Lane,Geyserville,95441,CA,,,,38.722004,-122.89127,,,
24657890107672,Active,Merced,Merced Union High,Sequoia High,1900 G Street,Merced,95340,CA,(209) 385-8950,,www.ecec.muhsd.k12.ca.us,37.300688,-120.47463,Jon,Schaefer,jschaefer@muhsd.org
19644770107680,Closed,Los Angeles,Eastside Union Elementary,Eastside Academy,6742 East Avenue H,Lancaster,93535,CA,,,,,,,,
36678760107698,Closed,San Bernardino,San Bernardino City Unified,The Academy,1302 East Marshall Boulevard,San Bernardino,92404,CA,,,,,,,,
26102640107714,Active,Mono,Mono County Office of Education,Tioga Community Day,132 Lee Vining Ave,Lee Vining,93541,CA,(760) 934-0031,103,www.monocoe.org,37.641081,-118.96265,Janet,Hunt,jhunt@monocoe.k12.ca.us
51714640107722,Active,Sutter,Yuba City Unified,River Valley High,801 El Margarita Road,Yuba City,95993,CA,(530) 822-2500,,www.ycusd.k12.ca.us,39.137766,-121.66239,Tom,Reusser,treusser@ycusd.k12.ca.us
36678760107730,Active,San Bernardino,San Bernardino City Unified,ASA Charter,3512 North E Street,San Bernardino,92405,CA,(909) 475-3322,,www.asacharterschool.com,34.155395,-117.29465,Brande,Smith,brandes@asacharterschool.com
43693690107748,Active,Santa Clara,Alum Rock Union Elementary,Learning in an Urban Community with High Achievement (L.U.C.H.A.),1711 East San Antonio St,San Jose,95116,CA,(408) 928-8300,,,37.338258,-121.84004,Kristin,Burt,kristin.burt@arusd.org
19647330107755,Active,Los Angeles,Los Angeles Unified,Port of Los Angeles High,250 West Fifth Street,San Pedro,90731-3304,CA,(310) 832-9201,,www.polahs.net,33.740103,-118.28186,James,Cross,jcross@polahs.net
43693690107763,Active,Santa Clara,Alum Rock Union Elementary,Renaissance Academy,1720 Hopkins Drive,San Jose,95122,CA,(408) 928-1950,,,37.337862,-121.82958,Doug,Kleinhenz,doug.kleinhenz@arusd.org
15635780107771,Active,Kern,Richland Union Elementary,Sequoia Elementary,500 East Fresno Avenue,Shafter,93263,CA,(661) 746-8740,,www.richland.k12.ca.us/schools/sequoia,35.514751,-119.26850,Luis,Rodriguez,lrodriguez@richland.k12.ca.us
26748980107789,Active,Mono,Mono County ROC/P,Mono County ROP,37 Emigrant Street,Bridgeport,93517,CA,(760) 932-7311,,www.monocoe.k12.ca.us,38.257328,-119.22856,Rhea,Kerby,rkerby@monocoe.k12.ca.us
07617210107797,Active,Contra Costa,Liberty Union High,Heritage High,101 American Avenue,Brentwood,94513-4604,CA,(925) 634-0037,,,37.925169,-121.75247,Larry,Oshodi,oshodil@libertyuhsd.k12.ca.us
36750440107805,Active,San Bernardino,Hesperia Unified,Cypress School of the Arts,10365 Cypress,Hesperia,92345,CA,(760) 949-2596,,,34.438845,-117.32550,Pamela,Seeger,pamela.seeger@hesperiausd.org
36750440107813,Closed,San Bernardino,Hesperia Unified,Oxford Academy,7280 Oxford,Hesperia,92345,CA,,,,34.383217,-117.27710,,,
37683380107821,Closed,San Diego,San Diego Unified,A. Phillip Randolph Leadership Academy Charter,5285 Imperial Avenue,San Diego,92114,CA,,,,,,,,
01612000107839,Active,Alameda,Livermore Valley Joint Unified,Livermore Valley Charter,3142 Constitution Dr,Livermore,94551,CA,(925) 443-1690,,www.lvcs.org,,,Tara,Aderman,taderman@lvcs.org
15636770107847,Closed,Kern,Mojave Unified,Red Rock Elementary Community Day,33387 Norton Road,Cantil,93519,CA,,,,,,,,
36750440107854,Closed,San Bernardino,Hesperia Unified,Summit Elementary,12850 Muscatel,Hesperia,92340,CA,,,,,,,,
37680980107862,Active,San Diego,Escondido Union,Reidy Creek Elementary,2869 North Broadway,Escondido,92026,CA,(760) 739-5800,,www.eusd.org,33.172958,-117.09100,Kelly,Mussatti,kmussatti@eusd.org
37680980107870,Active,San Diego,Escondido Union,Bernardo Elementary,1122 Mountain Heights Drive,Escondido,92029,CA,(760) 432-2700,,www.eusd.org,33.084735,-117.09137,Lisa,Clark,lclark@eusd.org
36678430107888,Active,San Bernardino,Redlands Unified,Highland Grove Elementary,7700 Orange Street,Highland,92346,CA,(909) 307-2420,,,34.113439,-117.18257,Luanna,Kloepfer,luanna_kloepfer@redlands.k12.ca.us
12628100108043,Closed,Humboldt,Fortuna Union High,Strongs Creek Community Day,922 N Street,Fortuna,95540,CA,,,www.fuhsd.k12.ca.us,40.598825,-124.15733,,,
10621170108142,Active,Fresno,Clovis Unified,Woods (Harold L.) Elementary,700 Teague Avenue,Clovis,93619,CA,(559) 327-8800,,,36.859408,-119.72727,Tracy,Smith,tracysmith@cusd.com
48705810108233,Closed,Solano,Vallejo City Unified,HOPE,233 Hobbs Avenue,Vallejo,94590,CA,,,,38.132943,-122.24857,,,
10620000107896,Closed,Fresno,American Union Elementary,American Union Community Day,2801 West Adams Avenue,Fresno,93706,CA,,,http://www.americanunion.k1.ca.us,,,,,
15638180107904,Closed,Kern,Taft Union High,Westside Independent Study High,900 N. 10th Street,Taft,93268,CA,,,www.taft.k12.ca.us/wishes.html,35.149433,-119.46516,,,
19647740107912,Active,Los Angeles,Lynwood Unified,Helen Keller Elementary,3521 Palm Avenue,Lynwood,90262,CA,(310) 886-5700,,http://keller-lynwoodusd-ca.schoolloop.com/,33.913398,-118.20702,Cassandra,Ziskind,cfziskind@lynwood.k12.ca.us
33751760107920,Active,Riverside,Lake Elsinore Unified,Lakeside High,32593 Riverside Drive,Lake Elsinore,92530,CA,(951) 253-7300,,,33.668517,-117.38108,Peter,Hopping,peter.hopping@leusd.k12.ca.us
